,id_achat,achat_datecrea,achat_dateupdate,achat_date,achat_etat,achat_montantht,achat_quantite,achat_titre,achat_ref,achat_type,achat_commentaire
56,1551,2023-06-05T16:09:06+0200,2023-06-05T16:09:06+0200,2023-06-05,1,3471.93,1.0,Souscription SAC extension 10 CAL du 01/10/2022 au 30/09/2023,ACH23061551,0,
57,1573,2023-07-10T08:11:36+0200,2023-07-10T08:11:36+0200,2023-06-01,1,56745.0,1.0,Souscription SAP Analytics Cloud 01/06/2023 au 31/05/2024,ACH23061573,0,
58,1550,2023-06-01T16:32:25+0200,2023-06-01T16:32:25+0200,2023-05-31,1,0.0,1.0,Apport d'Affaires à N4V  (23400 € * 15%),ACH23051550,0,
59,1546,2023-05-17T17:31:02+0200,2023-06-29T11:55:00+0200,2023-05-31,1,4236.31,1.0,Maintenance SAP BO 01/07/23 au 30/06/24 - Unitaire,ACH23051546,0,
60,1584,2023-07-25T15:35:24+0200,2023-07-25T15:35:44+0200,2023-05-30,1,7128.0,1.0,Maintenance SAP BPC du 01/07/2023 au 30/06/2024,ACH23051584,0,
61,1553,2023-06-15T14:10:14+0200,2023-06-15T14:10:14+0200,2023-05-30,1,2401.89,1.0,Maintenance SAP BO du 25/06/2023 au 24/06/2024,ACH23051553,0,
62,1548,2023-05-24T11:07:13+0200,2023-06-02T12:28:40+0200,2023-05-24,1,1895.76,1.0,Maint 360Bind & Eyes  01/07/23 au 30/06/24,ACH23051548,0,
63,1594,2023-09-04T17:18:12+0200,2023-09-04T17:18:12+0200,2023-05-22,1,0.0,1.0,sous traitance Lobellia - mark up portage - PC03,ACH23051594,0,
64,1593,2023-09-04T17:18:06+0200,2023-09-04T17:18:06+0200,2023-05-22,1,0.0,1.0,sous traitance Lobellia - mark up portage - PC02,ACH23051593,0,
65,1545,2023-05-17T17:28:14+0200,2023-06-29T11:37:37+0200,2023-05-17,1,7959.52,1.0,Maintenance SAP BO 01/07/23 au 30/06/24,ACH23051545,0,
66,1552,2023-06-09T15:25:53+0200,2023-06-29T14:01:54+0200,2023-05-12,1,318696.0,1.0,Portage Mai Jems : 226 955 €,ACH23051552,0,
67,1543,2023-05-17T14:55:17+0200,2023-09-08T12:23:38+0200,2023-04-25,1,0.0,1.0,Portage TALAN PIC T2/2023 PC01,ACH23041543,0,
68,1542,2023-05-17T14:48:52+0200,2023-05-17T14:48:52+0200,2023-04-25,1,0.0,1.0,Portage Talan CEJ T2_2023 PC01,ACH23041542,0,
69,1539,2023-04-20T11:05:51+0200,2023-04-20T11:05:51+0200,2023-04-17,1,0.0,1.0,Commissions CCP,ACH23041539,0,
70,1537,2023-04-17T16:35:12+0200,2023-04-17T16:35:12+0200,2023-04-17,1,494.0,1.0,Maintenance SAP BO et Crystal Report 31/03/2023 au 30/03/2024,ACH23041537,0,
71,1536,2023-04-17T16:23:43+0200,2023-04-17T16:23:43+0200,2023-04-17,1,6627.03,1.0,Maintenance SAP BO du 07/04/23 au 06/04/24,ACH23041536,0,
72,1535,2023-04-14T16:39:17+0200,2023-04-14T16:39:17+0200,2023-04-14,1,0.0,1.0,Développement des indicateurs QlikView et interconnexions Talend Prestation à partir de Mars 2023 - SE21091499PC06,ACH23041535,0,
73,1534,2023-04-12T15:39:50+0200,2023-04-12T15:39:50+0200,2023-04-12,1,824.46,1.0,Maintenance SAP BO du 01/04/23 au 31/03/24,ACH23041534,0,
74,1544,2023-05-17T16:02:34+0200,2023-05-17T16:02:34+0200,2023-04-01,1,0.0,1.0,Portage SID PRJ T2-2023 PC01,ACH23041544,0,
75,1541,2023-05-03T13:59:46+0200,2023-05-03T13:59:46+0200,2023-04-01,1,0.0,1.0,Campagne Acteurs publics,ACH23041541,0,
76,1533,2023-04-09T20:18:51+0200,2023-04-09T20:18:51+0200,2023-04-01,1,0.0,1.0,100J skalis * 625 €,ACH23041533,0,
77,1528,2023-04-02T19:26:28+0200,2023-04-02T19:26:28+0200,2023-04-01,1,408.38,1.0,PCOE Année 2023 9 mois,ACH23041528,0,
78,1526,2023-03-30T10:22:57+0200,2023-03-30T10:22:57+0200,2023-04-01,1,4787.83,1.0,Maintenance SAP BO 01/04/23 au 31/03/24,ACH23041526,0,
79,1532,2023-04-05T16:21:38+0200,2023-04-05T16:21:38+0200,2023-03-31,1,1787.5,1.0,Maintenance associée à l'acquisition des licences du 01/04/23 au 31/O3/2024,ACH23031532,0,
80,1530,2023-04-05T16:20:29+0200,2023-04-05T16:20:29+0200,2023-03-31,1,8125.0,1.0,Licences : Extension 25 NU BO edge,ACH23031530,0,
81,1529,2023-04-02T19:28:56+0200,2023-04-02T19:28:56+0200,2023-03-31,1,2475.0,1.0,Licences BO Edge BO 5 NU,ACH23031529,0,
82,1527,2023-03-31T15:40:44+0200,2023-03-31T15:40:44+0200,2023-03-31,1,5638.17,1.0,Support PCOE du 01/04/2023 au 31/03/2024,ACH23031527,0,
83,1525,2023-03-27T12:06:25+0200,2023-03-27T12:06:25+0200,2023-03-27,1,5500.0,1.0,Abellia (J.Maillard) Apport d'aff. 50€/jour,ACH23031525,0,
84,1523,2023-03-24T09:19:48+0100,2023-03-24T09:19:48+0100,2023-03-24,1,0.0,1.0,Coûts liés à l'augm. de capital & Entrée des holdings Data Salt/Ikepili,ACH23031523,0,
85,1522,2023-03-20T14:52:01+0100,2023-03-20T14:52:01+0100,2023-03-20,1,0.0,1.0,Rétribution Maint PowerDesigner 2 mois,ACH23031522,0,
86,1547,2023-05-23T09:49:45+0200,2023-05-23T09:49:45+0200,2023-03-10,1,9874.32,1.0,Maintenance SAP BO du 01/04/23 au 31/03/24,ACH23031547,0,
87,1520,2023-03-13T17:31:41+0100,2023-03-13T17:31:41+0100,2023-03-10,1,10600.0,1.0,GCP - Semestre 3 - du 10/03/23 au 9/09/23,ACH23031520,0,
88,1517,2023-03-09T11:22:04+0100,2023-03-09T11:22:04+0100,2023-03-09,1,2707.0,1.0,Maintenance BO 2023,ACH23031517,0,
89,1514,2023-03-08T14:54:26+0100,2023-06-05T14:03:59+0200,2023-03-08,1,5206.32,1.0,Abonnement SAP SAC 27/02/2023 au 26/02/2024,ACH23031514,0,
90,1503,2023-03-02T10:15:48+0100,2023-03-02T10:15:48+0100,2023-03-02,1,10800.0,1.0,10 BusinessObjects BI Entreprise,ACH23031503,0,
91,1502,2023-03-01T11:57:09+0100,2023-03-01T11:57:09+0100,2023-03-01,1,0.0,1.0,Maintenance Need4Viz 01/01/23 au 31/12/23 - Unitaire,ACH23031502,0,
92,1518,2023-03-09T18:59:01+0100,2023-04-17T16:55:48+0200,2023-02-28,1,485.29,1.0,Maintenance SAP BusinessObjects du 01/03/23 au 29/02/24,ACH23021518,0,
93,1469,2023-02-16T11:12:30+0100,2023-02-16T11:12:30+0100,2023-02-28,1,1884.21,1.0,PCOE de l'extension uniquement !!! soit 2200 (avant augmentation),ACH23021469,0,
94,1490,2023-02-26T19:57:21+0100,2023-02-26T19:57:21+0100,2023-02-26,1,49843.33,1.0,Maintenance SAP BO 2023,ACH23021490,0,
95,1454,2023-02-08T10:14:57+0100,2023-02-11T16:58:36+0100,2023-02-26,1,2263.64,1.0,Maintenance SAP PowerAMC du 26/02/2023 au 26/02/2024,ACH23021454,0,
96,1484,2023-02-23T10:33:46+0100,2023-02-23T10:33:46+0100,2023-02-22,1,161700.0,1.0,CODILOG sous-trait 220 j * 735 €,ACH23021484,0,
97,1479,2023-02-21T14:59:32+0100,2023-02-21T14:59:32+0100,2023-02-21,1,0.0,1.0,Accès à la plateforme DIGIFORMAT / 6 mois,ACH23021479,0,
98,1482,2023-02-22T16:38:24+0100,2023-02-22T16:38:24+0100,2023-02-17,1,3500.0,1.0,Maintenance 360 Eyes du 01/04/2023 au 31/03/2024,ACH23021482,0,
99,1470,2023-02-16T12:01:56+0100,2023-02-16T12:01:56+0100,2023-02-16,1,5845.95,1.0,Maintenance SAP BO 2023,ACH23021470,0,
100,1468,2023-02-16T10:57:40+0100,2023-02-16T10:57:40+0100,2023-02-16,1,16382.49,1.0,Maintenance SAP BO 2023,ACH23021468,0,
101,1466,2023-02-15T14:09:45+0100,2023-02-15T14:09:45+0100,2023-02-15,1,6461.72,1.0,Maintenance SAP BO Année 2023,ACH23021466,0,
102,1462,2023-02-11T15:53:35+0100,2023-02-11T15:53:35+0100,2023-02-11,1,26583.32,1.0,Maintenance SAP 2023,ACH23021462,0,
103,1461,2023-02-10T09:35:01+0100,2023-02-10T09:35:01+0100,2023-02-10,1,0.0,1.0,Maintenance SAP BO 2023,ACH23021461,0,
104,1460,2023-02-09T16:28:01+0100,2023-02-09T16:28:01+0100,2023-02-09,1,988.5,1.0,Maintenance SAP SYBASE 2023,ACH23021460,0,
105,1438,2023-01-28T17:41:14+0100,2023-01-28T17:41:14+0100,2023-02-09,1,6240.0,1.0,Souscription SAP Analytics Cloud du 15/02/2023 au 14/02/2024,ACH23021438,0,
106,1592,2023-09-04T17:18:01+0200,2023-09-04T17:18:01+0200,2023-02-08,1,0.0,1.0,sous traitance Lobellia - mark up portage,ACH23021592,0,
107,1455,2023-02-08T15:12:34+0100,2023-02-08T15:12:34+0100,2023-02-08,1,1899.72,1.0,Maintenance 360 Cast & Eyes 01/04/2023 au 31/03/2024,ACH23021455,0,
108,1456,2023-02-08T17:59:32+0100,2023-02-08T17:59:32+0100,2023-02-06,1,900.0,1.0,Assistance BONITASOFT chez AMIGOLOG,ACH23021456,0,
109,1439,2023-01-28T17:44:17+0100,2023-01-28T17:44:17+0100,2023-02-01,1,4200.0,1.0,Souscription annuelle SAP Analystics Cloud  01/02/2023 au 31/01/2024,ACH23021439,0,
110,1419,2023-01-25T09:51:42+0100,2023-01-27T09:20:20+0100,2023-02-01,1,6720.0,1.0,Souscription SAC 2023,ACH23021419,0,
111,1459,2023-02-09T11:49:55+0100,2023-02-09T11:49:55+0100,2023-01-31,1,0.0,1.0,Tagetik (formerly Vanguard and hereafter “Tagetik”) Software Support for Ceva Santé Animale’s  01 janvier 2023 - 31 decembre 2023,ACH23011459,0,
112,1458,2023-02-09T11:49:50+0100,2023-02-09T11:49:50+0100,2023-01-31,1,0.0,1.0,Tagetik (formerly Vanguard and hereafter “Tagetik”) Software Support for Ceva Santé Animale’s  30 avril 2022 - 31 decembre 2022,ACH23011458,0,
113,1444,2023-02-02T11:06:09+0100,2023-02-02T11:06:09+0100,2023-01-31,1,24522.45,1.0,Maintenance BO 2023 (remisé),ACH23011444,0,
114,1436,2023-01-27T17:42:51+0100,2023-01-27T17:42:51+0100,2023-01-27,1,2645.5,1.0,Maintenance SAP BO 2023,ACH23011436,0,
115,1422,2023-01-27T11:19:41+0100,2023-01-27T11:19:41+0100,2023-01-27,1,0.0,1.0,Maintenance SAP  Sybase 2023,ACH23011422,0,
116,1418,2023-01-24T15:41:52+0100,2023-01-24T15:41:52+0100,2023-01-24,1,0.0,1.0,Contrat de prestation de service 2023,ACH23011418,0,
117,1396,2023-01-17T16:09:21+0100,2023-01-17T16:09:21+0100,2023-01-12,1,643.5,1.0,Maintenance BO février-décembre 2023,ACH23011396,0,
118,1395,2023-01-17T15:52:12+0100,2023-01-17T15:52:12+0100,2023-01-12,1,2925.0,1.0,5 licences SAP BO Nul,ACH23011395,0,
119,1382,2023-01-11T18:23:41+0100,2023-01-11T18:23:41+0100,2023-01-11,1,9319.29,1.0,Maintenance SAP BO 2023,ACH23011382,0,
120,1378,2023-01-10T17:34:30+0100,2023-01-10T17:34:30+0100,2023-01-10,1,0.0,1.0,Maintenance SAP DS Année 2023,ACH23011378,0,
121,1377,2023-01-10T17:31:42+0100,2023-01-10T17:31:42+0100,2023-01-10,1,0.0,1.0,Maintenance SAP BO Année 2023,ACH23011377,0,
122,1367,2023-01-10T09:39:13+0100,2023-02-10T16:18:58+0100,2023-01-09,1,0.0,1.0,Maintenance SAP BO 2023,ACH23011367,0,
123,1365,2023-01-09T18:16:41+0100,2023-01-09T18:16:41+0100,2023-01-09,1,0.0,1.0,Souscription CLOUD Année 2023,ACH23011365,0,
124,1359,2023-01-09T17:18:29+0100,2023-01-09T17:18:29+0100,2023-01-09,1,0.0,1.0,Maintenance SAP Sybase PowerDesigner 2023,ACH23011359,0,
125,1335,2023-01-09T11:49:46+0100,2023-01-09T11:49:46+0100,2023-01-09,1,12357.56,1.0,Maintenance SAP BusinessObjects Année 2023,ACH23011335,0,
126,1521,2023-03-13T18:15:59+0100,2023-03-13T18:15:59+0100,2023-01-01,1,4500.0,1.0,Nadia TAIBI 1T2023,ACH23011521,0,
127,1516,2023-03-09T10:19:55+0100,2023-03-09T10:19:55+0100,2023-01-01,1,891.0,1.0,Maintenance SAP 2023,ACH23011516,0,
128,1510,2023-03-03T16:04:57+0100,2023-03-03T16:04:57+0100,2023-01-01,1,2614.13,1.0,Maintenance SAP BO 2023,ACH23011510,0,
129,1487,2023-02-24T16:44:35+0100,2023-02-24T16:53:43+0100,2023-01-01,1,56462.11,1.0,Maintenance SAP BFC ANNEE 2023,ACH23021487,0,
130,1486,2023-02-24T16:31:31+0100,2023-02-24T16:31:43+0100,2023-01-01,1,936.68,1.0,Maintenance SAP BO 2023,ACH23021486,0,
131,1485,2023-02-23T12:08:48+0100,2023-02-23T12:09:06+0100,2023-01-01,1,6281.28,1.0,Maintenance SAP BO 2023 - Unitaire,ACH22121485,0,
132,1481,2023-02-22T10:05:17+0100,2023-02-22T10:05:17+0100,2023-01-01,1,12986.02,1.0,Maintenance SAP BO 2023 - Unitaire,ACH23011481,0,
133,1480,2023-02-22T09:38:54+0100,2023-02-22T09:38:54+0100,2023-01-01,1,2698.3,1.0,Maintenance SAP BO 2023,ACH23011480,0,
134,1478,2023-02-20T17:01:38+0100,2023-03-03T11:16:22+0100,2023-01-01,1,2698.3,1.0,Maintenance SAP BO 2023,ACH23011478,0,
135,1477,2023-02-20T09:50:25+0100,2023-02-20T09:50:25+0100,2023-01-01,1,14103.52,1.0,Maint SAP BO 15828.60) et 360Eyes (1521.78€) 2023,ACH23011477,0,
136,1476,2023-02-17T09:59:25+0100,2023-02-17T09:59:25+0100,2023-01-01,1,3780.12,1.0,Maintenance 360 suite 2023,ACH23011476,0,
137,1474,2023-02-16T12:29:22+0100,2023-02-16T12:29:22+0100,2023-01-01,1,257.4,1.0,Maintenance SAP BO 2023,ACH23011474,0,
138,1467,2023-02-15T17:30:19+0100,2023-02-15T17:30:19+0100,2023-01-01,1,0.0,1.0,"Maint SAP BO, Data Integrator, 360 Eyes et 360 PLUS",ACH23011467,0,
139,1442,2023-02-01T11:15:05+0100,2023-03-01T10:45:10+0100,2023-01-01,1,39000.0,1.0,Willy NFONDANG 2023 490€/j,ACH23011442,0,
140,1432,2023-01-27T16:47:32+0100,2023-01-27T16:47:32+0100,2023-01-01,1,5107.74,1.0,Maintenance SAP BO 2023 - Unitaire,ACH23011432,0,
141,1421,2023-01-27T09:11:45+0100,2023-06-29T11:34:43+0200,2023-01-01,1,43912.0,1.0,souscription SAC 2023,ACH23011421,0,
142,1415,2023-01-23T15:40:07+0100,2023-01-23T15:40:07+0100,2023-01-01,1,1641.54,1.0,Maintenance SAP BO 2023 - Unitaire,ACH23011415,0,
143,1412,2023-01-20T14:29:11+0100,2023-01-23T12:09:05+0100,2023-01-01,1,4315.03,1.0,Maintenance 360 eyes 2023,ACH23011412,0,
144,1404,2023-01-19T09:57:27+0100,2023-01-19T09:57:27+0100,2023-01-01,1,0.0,1.0,Maintenance SAP BO Année 2023 - Unitaire,ACH23011404,0,
145,1403,2023-01-18T09:42:19+0100,2023-01-18T09:42:19+0100,2023-01-01,1,24153.08,1.0,Maintenance SAP BO 2023 - Utilitaire,ACH23011403,0,
146,1400,2023-01-17T16:35:42+0100,2023-01-17T16:35:42+0100,2023-01-01,1,5732.86,1.0,Maintenance SAP Sybase ASE 2023,ACH23011400,0,
147,1399,2023-01-17T16:29:28+0100,2023-02-27T16:19:58+0100,2023-01-01,1,0.0,1.0,Maint SAP BO (6462.34) et 360Eyes (472.51€)  2023,ACH23011399,0,
148,1393,2023-01-17T12:06:46+0100,2023-01-17T12:06:46+0100,2023-01-01,1,12851.28,1.0,Maintenance SAP BO 2023 - Unitaire,ACH23011393,0,
149,1385,2023-01-12T14:58:27+0100,2023-02-07T18:07:56+0100,2023-01-01,1,27225.31,1.0,Maint SAP Bo (26185.78) et 360View (1039.53€) 2023,ACH23011385,0,
150,1363,2023-01-09T17:44:06+0100,2023-01-09T17:44:06+0100,2023-01-01,1,0.0,1.0,Maint SAP BO et 360 EYES 2023 (1039.69 €),ACH23011363,0,
151,1358,2023-01-09T16:54:29+0100,2023-01-09T16:54:29+0100,2023-01-01,1,12697.26,1.0,Maintenance annuelle totale pour 2023,ACH23011358,0,
152,1356,2023-01-09T16:43:19+0100,2023-02-07T18:03:48+0100,2023-01-01,1,0.0,1.0,Maint SAP BO (42642.33 ) et 360Bind et Eyes  (3780.12 €),ACH23011356,0,
153,1332,2023-01-04T14:52:13+0100,2023-01-04T14:52:13+0100,2023-01-01,1,2506.75,1.0,Maintenance 360Cast et View 2023,ACH23011332,0,
154,1330,2022-12-29T07:19:14+0100,2022-12-29T07:19:14+0100,2023-01-01,1,1578.42,1.0,Maintenance SAP BusinessObjects 2023 - Unitaire,ACH23011330,0,
155,1329,2022-12-29T07:14:23+0100,2022-12-29T07:14:23+0100,2023-01-01,1,6113.95,1.0,Maintenance SAP BusinessObjects 2023 - Unitaire,ACH23011329,0,
156,1328,2022-12-23T17:33:57+0100,2022-12-23T17:33:57+0100,2023-01-01,1,2935.57,1.0,Maintenance SAP BO 2023 - Utilitaire,ACH23011328,0,
157,1327,2022-12-23T16:23:02+0100,2022-12-23T16:23:02+0100,2023-01-01,1,4657.32,1.0,Maintenance SAP BO 2023 - Unitaire,ACH23011327,0,
