id_projet;prj_etat;prj_date;prj_dateupdate;prj_debut;prj_fin;prj_typeref;prj_type;prj_reference;prj_devise;prj_change;prj_deviseagence;prj_changeagence;prj_adr;prj_cp;prj_ville;prj_pays;prj_lotstab;prj_commentaires;prj_turnover_excludingtax;prj_margin_excludingtax;prj_profitability;id_profil_x;id_ao;id_crmcontact;id_crmsociete;id_societe_x;id_pole_x;id_profilcdp;csoc_societe;csoc_intervention;csoc_type;csoc_metiers;csoc_web;csoc_tel;csoc_ville;csoc_pays;csoc_date;id_profil_y;id_societe_y;id_pole_y;id_action_previous;id_action_next;id_provenance;csoc_cp;id_bondecommande;bdc_date;bdc_refclient;bdc_ref;bdc_accordclient;bdc_turnoverinvoicedexcludtax;bdc_turnoverorderedexcludtax;bdc_deltainvoicedexcludtax;bdc_etat;id_respuser;bdc_typreglement;bdc_condreglement;bdc_typepayment;id_profil;profil_trigramme;id_achat;achat_datecrea;achat_dateupdate;achat_date;achat_etat;achat_montantht;achat_quantité;achat_titre;achat_ref;achat_type;achat_commentaire
384;1;2018-11-26T16:04:24+0100;2023-09-15T10:38:45+0200;2019-07-28;2023-07-27;6;2;BR18110610 MA;0.0;1.0;0.0;1.0;14 Allée Jean Monnet;86010;POITIERS CEDEX;France;;;13707.88;3425.629999999999;33.31595711055459;71;610.0;508;318;1;;71;UNIVERSITE de POITIERS (IUT);Secteur public;1;"Ex ASI

caisse Epargne";;;POITIERS CEDEX;France;2018-11-26T16:03:27+0100;71;1;;;;-1;86010;3696.0;2023-07-21;4500363738;BM1000000003696;1.0;2787.87;2787.87;0.0;0.0;52.0;schedule;1.0;0.0;71;GLE;1580.0;2023-07-21T09:38:08+0200;2023-07-21T09:38:08+0200;2023-07-27;1.0;1868.7;1.0;MAINT BO 28/07/23 AU 27/07/24;ACH23071580;0.0;
388;1;2018-11-28T14:34:54+0100;2023-09-13T18:11:05+0200;2019-04-01;2022-03-31;6;2;SE18110612;0.0;1.0;0.0;1.0;;;;France;;;69101.84433;20554.60433000001;42.33938804760066;60;612.0;510;320;1;;60;BANDAI NAMCO EUROPE;Edition de logiciels;1;BPI;https://fr.bandainamcoent.eu;04 37 64 30 00;Lyon Cedex 09;France;2018-11-28T13:28:50+0100;60;1;;;;10;69258;3398.0;2023-04-26;SE18110612 MA05;BM1000000003398;1.0;15441.02;15441.02;0.0;0.0;52.0;schedule;61.0;0.0;60;ACA;1547.0;2023-05-23T09:49:45+0200;2023-05-23T09:49:45+0200;2023-03-10;1.0;9874.32;1.0;Maintenance SAP BO du 01/04/23 au 31/03/24;ACH23031547;0.0;
389;1;2018-11-28T15:03:07+0100;2023-01-09T16:46:49+0100;2019-01-01;2023-12-31;6;2;SE18110613;0.0;1.0;0.0;1.0;Parc d'activité Charles Tellier - Rue des dragons;14110;CONDE SUR NOIREAU;France;;;17455.12054;7362.420539999999;72.94797764721034;71;613.0;511;319;1;;71;IMPRIMERIE TONNELLIER SAS;Industrie;1;Ex ASI;;;CONDE SUR NOIREAU;France;2018-11-26T16:19:27+0100;71;1;;;;10;14110;3130.0;2023-01-09;INF221203;BM1000000003130;1.0;3565.62;3565.62;0.0;1.0;52.0;schedule;4.0;0.0;71;GLE;1315.0;2022-12-15T16:06:11+0100;2022-12-15T16:06:11+0100;2023-01-01;1.0;2052.62;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011315;0.0;
390;1;2018-11-29T17:01:46+0100;2023-09-15T09:54:09+0200;2019-01-01;2023-12-31;6;2;SE18110614;0.0;1.0;0.0;1.0;ZI - 42 Rue d'Armor Maroué;22400;Lamballe;France;;;18076.32;3219.41;21.669445396115343;71;614.0;513;321;1;;71;CENTIGON France SAS;Automobile;1;Ex ASI;www.centigon.com/fr/;02 96 50 12 90;Lamballe cedex;France;2018-11-29T16:32:53+0100;71;1;;;;10;22404;3349.0;2023-02-26;SE18110614;BM1000000003349;1.0;3676.32;3676.32;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1489.0;2023-02-26T19:46:47+0100;2023-02-26T19:46:47+0100;2022-12-12;1.0;3008.35;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121489;0.0;
391;1;2018-11-29T17:23:09+0100;2023-09-15T10:04:12+0200;2019-01-01;2023-12-31;6;2;BR18110615;0.0;1.0;0.0;1.0;60 Bd de la Tour-Maubourg;75007;PARIS;France;;;50595.34;13104.979999999996;34.95559925271455;12;615.0;514;322;1;;12;CONSEIL SUPERIEUR DU NOTARIAT (CSN);Conseil;1;"Ex ASI
Credit agricole";;;PARIS;France;2018-11-29T17:22:33+0100;12;1;;;;10;75007;3170.0;2023-01-12;SE18110615;BM1000000003170;1.0;12091.01;12091.01;0.0;0.0;52.0;schedule;1.0;0.0;12;TCH;1383.0;2023-01-12T12:08:51+0100;2023-01-12T12:08:51+0100;2022-12-12;1.0;8926.11;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121383;0.0;
395;1;2018-12-03T18:55:33+0100;2023-01-04T17:44:36+0100;2019-01-01;2023-12-31;6;2;SE18120619;0.0;1.0;0.0;1.0;Port du Bloscon - BP 72;29688;ROSCOFF Cedex;France;;;753180.0;58216.84999999998;8.376969340029033;71;619.0;499;289;1;;71;SA BRETAGNE ANGLETERRE IRLANDE (BRITTANY FERRIES - BAI SA);Transport;1;"Ex ASI
Crédit Agricole

(B.A.I. Bretagne Angleterre Irlande)";;02 98 29 28 00;ROSCOFF Cedex;France;2018-11-16T16:31:23+0100;71;1;;;;10;29688;3088.0;2022-12-31;BCTZN5611;BM1000000003088;1.0;153180.0;153180.0;0.0;0.0;52.0;schedule;4.0;0.0;71;GLE;1295.0;2022-12-07T10:06:09+0100;2022-12-07T10:06:09+0100;2023-01-01;1.0;138992.63;1.0;Maintenance SAP Sybase Année 2023;ACH23011295;0.0;
396;1;2018-12-04T10:12:14+0100;2023-01-23T12:45:07+0100;2019-01-01;2023-12-31;6;2;BR18120620;0.0;1.0;0.0;1.0;Port du Bloscon - BP 72;29688;ROSCOFF Cedex;France;;;56086.8;7599.540000000001;15.67327170064879;71;620.0;499;289;1;;71;SA BRETAGNE ANGLETERRE IRLANDE (BRITTANY FERRIES - BAI SA);Transport;1;"Ex ASI
Crédit Agricole

(B.A.I. Bretagne Angleterre Irlande)";;02 98 29 28 00;ROSCOFF Cedex;France;2018-11-16T16:31:23+0100;71;1;;;;10;29688;3089.0;2022-12-31;BCTZN5611;BM1000000003089;1.0;11406.8;11406.8;0.0;0.0;52.0;schedule;4.0;0.0;71;GLE;1296.0;2022-12-07T10:07:14+0100;2023-01-23T12:45:07+0100;2023-01-01;1.0;9818.1;1.0;Maintenance SAP REPLICATION SERVER 2023;ACH23011296;0.0;
397;1;2018-12-04T16:07:00+0100;2021-01-18T10:29:38+0100;2019-01-01;2021-12-31;6;2;SE18120621;0.0;1.0;0.0;1.0;1 RUE NICOLAS SADI CARNOT, ZA de Troyalac'h;29170;SAINT-EVARZEC;France;;;11475.0;4380.0;61.733615221987314;12;621.0;519;326;1;;12;BISCUITERIE FILET BLEU SAS;Agroalimentaire;1;Ex ASI;filet-bleu.com;02 98 52 87 30;SAINT-EVARZEC;France;2018-12-04T16:03:29+0100;71;1;;;;10;29170;1752.0;2021-01-18;SE18120621 MA03;BM1000000001752;1.0;3825.0;3825.0;0.0;1.0;71.0;schedule;1.0;0.0;12;TCH;795.0;2021-01-18T10:29:38+0100;2021-01-18T10:29:38+0100;2021-01-01;1.0;2365.0;1.0;Maintenance SAP BO 2021;ACH2101795;0.0;
399;1;2018-12-05T11:58:18+0100;2021-01-21T14:29:18+0100;2019-01-01;2021-12-31;6;2;SE18120623;0.0;1.0;0.0;1.0;13 Bd Beaumarchais;75004;PARIS;France;;;11910.0;5309.76;80.44798370968329;52;623.0;520;327;1;;52;MIJE;Autres;1;EX ASI;;;PARIS;France;2018-12-05T11:57:07+0100;52;1;;;;10;75004;1762.0;2021-01-21;SE18120623;BM1000000001762;1.0;3970.0;3970.0;0.0;1.0;60.0;schedule;1.0;0.0;52;DLO;804.0;2021-01-21T14:29:18+0100;2021-01-21T14:29:18+0100;2021-01-01;1.0;2200.08;1.0;Maintenance SAP BusinessObjects 2021;ACH2101804;0.0;
400;1;2018-12-06T14:48:54+0100;2023-01-09T11:21:51+0100;2019-01-01;2023-12-31;6;2;SE18120624;0.0;1.0;0.0;1.0;1 rue du Chêne Lassé;44806;Saint Herblain;France;;;86866.76;12700.12999999999;17.12377925220546;71;624.0;521;328;1;;71;TIPIAK SA;Agroalimentaire;1;"Ex ASI
CAISSE D'EPARGNE 
(attention paie encore sur BNP en 02/2023 et en 07/2023. 
Mail envoyé à la compta pour modif.)";www.tipiak.fr;02 28 03 09 30;Saint Herblain;France;2018-12-05T16:55:58+0100;71;1;;;;10;44806;3092.0;2023-01-09;SE18120624 MA05;BM1000000003092;1.0;17666.76;17666.76;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1301.0;2022-12-09T09:50:42+0100;2022-12-09T09:50:42+0100;2023-01-01;1.0;15017.87;1.0;Maintenance SAP BO 2023 - Utilitaire;ACH23011301;0.0;
403;1;2018-12-12T16:15:14+0100;2023-02-04T18:32:08+0100;2019-01-01;2023-12-31;6;2;SE18090534;0.0;1.0;0.0;1.0;2 Rue du Moulin de Joué;35700;RENNES;France;;;26110.24;885.380000000001;3.5099501047775923;71;534.0;438;272;1;;71;SDIS 35;Secteur public;1;credit agricole;;02 99 87 65 43;RENNES;France;2018-09-24T14:36:32+0200;71;1;;;;-1;35700;3264.0;2023-02-04;ET230018;BM1000000003264;1.0;5310.24;5310.24;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1432.0;2023-01-27T16:47:32+0100;2023-01-27T16:47:32+0100;2023-01-01;1.0;5107.74;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011432;0.0;
405;1;2018-12-17T12:19:55+0100;2023-01-09T10:58:17+0100;2019-01-01;2023-12-31;6;2;SE18120630;0.0;1.0;0.0;1.0;Rue Nicolas Appert ZI Nord;87021;LIMOGES CEDEX;France;;;26411.51;7407.899999999998;38.981540875654666;71;630.0;527;334;1;;71;JM WESTON;Industrie;1;Ex MICROPOLE;http://jmweston.com;;LIMOGES CEDEX;France;2018-12-10T11:21:33+0100;71;1;;;;1;87021;3090.0;2022-12-08;20221208-BO-SAP;BM1000000003090;1.0;5371.51;5371.51;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1298.0;2022-12-09T08:28:11+0100;2022-12-09T08:28:11+0100;2023-01-01;1.0;3848.01;1.0;Maintenance SAP BO 2023 - Utilitaire;ACH23011298;0.0;
408;1;2018-12-19T10:12:29+0100;2023-09-15T10:34:19+0200;2019-01-01;2023-12-31;6;2;SE 18120631;0.0;1.0;0.0;1.0;13 rue Gustave Eiffel;13010;Marseille;France;;;16900.25;3240.5599999999995;23.723525204451928;368;631.0;528;335;1;;368;INDIGO GALLERY / Le temps des cerises (ex DOGGLABEL);Industrie;1;"Ex Micropole
Ancien client Micropole, maintenance PCOE, bon contact avec Marie Helene et Julien. Actions de prestation ponctuelle d'abord (Sebastien Mas, coaching mauvaise prise en main utilisateurs ou environnement) puis mise en place d'une TMA qui n'a pas été utilisée, donc pas renouvelée. faire un point. Version 4.2 actuelle. Demande de formation BO Webi en cours. Refaire un point après la formation. ancien package BO avec option BODS ce qui n'était pas intégré d'office au départ. 

Banque  CREDIT AGRICOLE";;;Marseille;France;2018-12-10T14:11:34+0100;368;1;;;;-1;13010;3237.0;2023-01-27;SE18120631 MA05;BM1000000003237;1.0;3817.25;3817.25;0.0;0.0;52.0;schedule;1.0;0.0;368;ATA;1428.0;2023-01-27T15:39:25+0100;2023-01-27T15:39:25+0100;2022-12-12;1.0;3072.19;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121428;0.0;
409;1;2018-12-19T17:20:20+0100;2023-01-09T15:25:05+0100;2019-01-01;2023-12-31;6;2;SE18120636;0.0;1.0;0.0;1.0;ESPACE GUTENBERG - CS 40007;16440;;France;;;29138.02;7236.350000000002;33.040174562031126;71;636.0;544;338;1;;71;LA COURONNE;Industrie;1;Ex MCIROPOLE;ROULLET ST ESTEPHE;0545243526;;France;2018-12-17T12:08:54+0100;71;1;;;;-1;16440;3115.0;2023-01-09;4500040907 poste 10;BM1000000003115;1.0;5926.02;5926.02;0.0;1.0;52.0;schedule;2.0;0.0;71;GLE;1311.0;2022-12-13T15:42:23+0100;2022-12-13T15:42:23+0100;2023-01-01;1.0;4434.83;1.0;Maintenance SAP BO 2023 - Unitaire;ACH23011311;0.0;
416;1;2018-12-27T15:55:08+0100;2023-01-12T16:31:58+0100;2019-01-01;2023-12-31;6;2;SE18120625;0.0;1.0;0.0;1.0;12 Rue Jean Marie Poulmarch ///// ATTENTION ADRESSE SIEGE DIFF;94200;Ivry-sur-Seine;France;;;7054.79;1538.0299999999995;27.879226212487037;255;625.0;814;329;1;;255;ADEF HABITAT (ex ADEF ALGONIS);Immobilier;1;"Ex ASI

caisse d'Epargne";;01 46 70 16 00;Ivry-sur-Seine;France;2018-12-05T17:27:13+0100;255;1;;;;10;94200;3176.0;2023-01-12;SE18120625 MA05;BM1000000003176;1.0;1434.79;1434.79;0.0;1.0;52.0;schedule;1.0;0.0;255;Bd';1388.0;2023-01-12T16:31:58+0100;2023-01-12T16:31:58+0100;2022-12-12;1.0;1117.08;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121388;0.0;
424;1;2019-01-11T10:16:28+0100;2020-01-29T11:49:20+0100;2019-01-01;2020-12-31;6;2;SE18120627;0.0;1.0;0.0;1.0;rue de la hautière - CS 19006;35590;L HERMITAGE;France;;;7304.0;2987.6000000000004;69.21508664627933;71;627.0;524;332;1;;71;GROUPE BLANCHARD (AMAX);;1;Ex ASI;;;L HERMITAGE;France;2018-12-06T13:46:51+0100;12;1;;;;-1;35590;1006.0;2020-01-01;SE18120627 MA02;BM1000000001006;0.0;4245.0;4245.0;0.0;1.0;71.0;schedule;1.0;0.0;71;GLE;296.0;2020-01-01T00:00:00+0100;2020-01-01T00:00:00+0100;2020-01-01;1.0;2158.2;1.0;Maintenance SAP BusinessObjects 2020;ACH296;0.0;
428;1;2019-01-17T11:46:18+0100;2022-02-28T09:29:17+0100;2019-01-01;2022-12-31;6;2;SE18120642MA01;0.0;1.0;0.0;1.0;;;;France;;;7125.0;3828.96;116.16849310081189;12;642.0;935;340;1;;12;HYDRO (ex SAPA);Industrie;1;"Ex MICROPOLE
ex client Micropole, pb existant dans le parc avec BO Cloud (avant SAC), souscription inexistante chez SAP sans que le client le sache. Le client a demandé a cxl cette partie de toute façon. Puis que de la maintenance PCOE uniquement BO crystal reports ( version ancienne), très compliqué à faire techniquement. Le client est compliqué à avoir et fait de la rétention d'information, ne répond pas toujours dans les délais. A fini par résilier la maintenance puisque ca n'avançait pas. Les clients voulaient un engagement au forfait pour la migration, mais étant risqué et ne connaissant pas bien l'environnement nous avons refusé. Ils ont cherché un autre prestataire sans succès. A voir si l'outils est utilisé pour du pdf ou du reporting. Il est utilisé pour faire des étiquettes pour générer du code barre. Ils ont pris du Power BI depuis 5 ans, demander si besoins d'assistance.  Relancer pour faire un point. Nicolas a travaillé le compte.";hydro.com;04 98 11 20 00;PUGET SUR ARGENS CEDEX;France;2018-12-20T16:08:53+0100;368;1;;;;1;83488;1958.0;2021-05-25;601819;BM1000000001958;1.0;2375.0;2375.0;0.0;0.0;60.0;schedule;1.0;0.0;12;TCH;869.0;2021-06-01T14:01:34+0200;2021-06-01T14:01:34+0200;2021-06-01;1.0;1098.68;1.0;Maintenance SAP BO 2021;ACH2106869;0.0;
429;1;2019-01-18T12:37:26+0100;2020-01-22T12:01:52+0100;2018-11-02;2020-12-31;6;2;BR19010649MA01;0.0;1.0;0.0;1.0;Avenue Chardonnet – CS 61210;35012;RENNES CEDEX;France;;;8619.0;3859.31;81.0832218064622;17;649.0;578;344;1;;17;LORANS SAS;Industrie;1;Ex Micropole;;02 99 33 36 00;RENNES CEDEX;France;2019-01-11T19:39:07+0100;71;1;;;;-1;35012;773.0;2019-01-18;G - 6272/1;BM1000000000773;1.0;3978.0;3978.0;0.0;1.0;52.0;schedule;1.0;0.0;17;ARE;464.0;2019-10-30T00:00:00+0100;2019-10-30T00:00:00+0100;2019-10-30;1.0;2560.09;1.0;Maintenance du 02/11/2019 au 31/12/2020 (facture Seenovate en 11/2019);ACH464;0.0;
430;1;2019-01-21T14:50:52+0100;2023-01-19T18:08:32+0100;2019-01-01;2023-12-31;6;2;SE18120639;0.0;1.0;0.0;1.0;28 rue de Rennes;49010;ANGERS;France;;;145981.35;26699.95000000001;22.38400119381564;71;639.0;600;351;1;;71;VYV3 IT;Assurance;1;;https://www.groupe-vyv.fr/accueil-vyv-3/;02 47 72 97 02;ANGERS;France;2019-03-25T17:00:38+0100;71;1;;;;-1;49100;3216.0;2023-01-19;SE18120639 MA05;BM1000000003216;1.0;29689.35;29689.35;0.0;1.0;52.0;schedule;1.0;0.0;71;GLE;1403.0;2023-01-18T09:42:19+0100;2023-01-18T09:42:19+0100;2023-01-01;1.0;24153.08;1.0;Maintenance SAP BO 2023 - Utilitaire;ACH23011403;0.0;
431;1;2019-01-22T11:43:39+0100;2023-09-15T10:36:25+0200;2019-02-26;2023-02-25;6;2;BR19010655;0.0;1.0;0.0;1.0;5 bld Marie et Alexandre Oyon;72019;LE MANS CEDEX 2;France;;;15914.42;4735.299999999999;42.35843250631534;71;655.0;582;345;1;;71;GIE SESAM VITALE;Secteur public;1;"Ex MICROPOLE

credit agricole";;;LE MANS CEDEX 2;France;2019-01-21T18:47:49+0100;71;1;;;;-1;72019;3292.0;2023-02-11;2023000249;BM1000000003292;1.0;3222.26;3222.26;0.0;1.0;52.0;schedule;2.0;0.0;71;GLE;1454.0;2023-02-08T10:14:57+0100;2023-02-11T16:58:36+0100;2023-02-26;1.0;2263.64;1.0;Maintenance SAP PowerAMC du 26/02/2023 au 26/02/2024;ACH23021454;0.0;
438;1;2019-02-18T17:58:09+0100;2023-09-15T11:33:19+0200;2018-12-30;2023-12-31;6;2;SE19020669;0.0;1.0;0.0;1.0;590, Route du Pont de la Croix;30123;LE VIGAN CEDEX;France;;;29043.2608;12483.5308;75.38486919774658;368;669.0;589;347;1;;368;CSP PARIS FASHION GROUP (WELL);Grande distribution;1;Client historique, contact principal Cécile (contrôle de gestion), uniquement de la maintenance, PCOE actuellement, outils Business planning and consolidation BPC. Un point annuel organisé. A priori pas BO, mais pousser sur l'outils SAC planning qui va remplacer BPC (en fin de vie), donc acces à plein de reporting. Voir avec Laurent Lecart qui sera plus au courant des projets BI. siège dans le sud mais industrie dans le nord voir si besoin au niveau de la chaine de production. point à faire en avril.;;;LE VIGAN CEDEX;France;2019-02-18T06:24:41+0100;368;1;;;;-1;30123;3154.0;2023-01-10;SE19020669 MA;BM1000000003154;1.0;5900.49;5900.49;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1376.0;2023-01-10T17:23:57+0100;2023-01-10T17:23:57+0100;2022-12-12;1.0;3349.56;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121376;0.0;
495;1;2019-09-06T12:02:21+0200;2023-09-15T09:52:59+0200;2019-01-01;2023-12-31;6;2;BR19070756;0.0;1.0;0.0;1.0;Quai Ouest - 39 Boulevard de Verdun - CS 30567;34536;BEZIERS Cedex;France;;"MARCHE 2019 RENOUVELABLE 2 FOIS SOIT AU MAX 3 ANS
avec préavis de 3 mois.
REVISION SYNTEC EN 2021 (voir AE)";15000.0;1772.5;13.4001134001134;368;756.0;673;372;1;;368;AGGLOMERATION DE BEZIERS;Secteur public;1;"credit agricole. 
Client récupéré en appel d'offre, consultation gagnée sur 2 ans en 2019, pour la maintenance PCOE. contact Fabrice. marché renouvelé en 2022 jusqu'en 2024. Bon de commande émis puis attente de facture directement. A priori version 4.2. serveur ? Licences? TMA en place depuis 2021 (contact Sabrina), assistance technique à la demande 6 jours / an, non consommés. A voir avant 2022 besoin d'aller plus loin dans la prise en charge de l'outils ou formation ou patch éventuel. email a faire pour accord de repousser la TMA à l'utilisation plus tard. Faire un point mai.";lagglo.fr/nous-contacter/;04 67 01 68 68;BEZIERS Cedex;France;2019-07-26T15:39:43+0200;368;1;;;;-1;34536;3244.0;2023-01-27;Marché 2022 018;BM1000000003244;1.0;3000.0;3000.0;0.0;0.0;52.0;schedule;1.0;0.0;368;ATA;1436.0;2023-01-27T17:42:51+0100;2023-01-27T17:42:51+0100;2023-01-27;1.0;2645.5;1.0;Maintenance SAP BO 2023;ACH23011436;0.0;
515;1;2019-10-17T15:49:05+0200;2023-02-10T09:35:01+0100;2019-10-01;2023-12-31;6;2;SE19100783;0.0;1.0;0.0;1.0;39 avenue de la liberté;68024;Colmar;France;;;20851.34;11531.31;123.72610388593168;60;783.0;596;349;1;;60;CH Colmar;Servies hospitaliers;1;"Adhérent CPAGE


crédit agricole";www.ch-colmar.fr/;03 89 12 40 00;Colmar;France;2019-03-05T18:11:41+0100;60;1;;;;2;68024;3289.0;2023-02-10;38-1439324;BM1000000003289;1.0;5483.84;5483.84;0.0;1.0;52.0;schedule;91.0;0.0;60;ACA;1461.0;2023-02-10T09:35:01+0100;2023-02-10T09:35:01+0100;2023-02-10;1.0;0.0;1.0;Maintenance SAP BO 2023;ACH23021461;0.0;
519;1;2019-10-18T15:57:27+0200;2023-09-15T10:38:05+0200;2020-01-01;2023-12-31;6;2;SE19010651;0.0;1.0;0.0;1.0;1 rue Velpeau;92166;ANTONY CEDEX;France;;;15037.08;5783.539999999999;62.50083751731768;368;651.0;535;337;1;;368;Hopital Privé d'Antony (HPA);Servies hospitaliers;1;HPA est un client de AEGLE, et AEGLE étaient eux même clients chez nous. Ils nous ont recommandé quand le client a eu un besoin spécifique. le contact métier est un docteur, peu de temps, difficultés à faire démarrer les sujets. Retards de paiement récurrents.;;01 46 74 37 00;ANTONY CEDEX;France;2018-12-12T14:56:24+0100;368;1;;;;-1;92166;3243.0;2023-01-27;SE19010651 MA05;BM1000000003243;1.0;3818.73;3818.73;0.0;1.0;52.0;schedule;1.0;0.0;368;ATA;1435.0;2023-01-27T17:32:55+0100;2023-01-27T17:32:55+0100;2022-12-12;1.0;2349.94;1.0;Maintenance SAP BusinessObjects 2023 - Unitaire;ACH22121435;0.0;
521;1;2019-10-25T12:28:56+0200;2022-01-29T19:14:03+0100;2020-01-01;2022-12-31;6;2;BR19100789;0.0;1.0;0.0;1.0;13 RUE HENRI BARBUSSE;92624;GENNEVILLIERS CEDEX;France;;;36900.0;5423.07;17.228713219491226;60;789.0;588;270;1;;60;PRISMA MEDIA;Média;1;CAISSE D'EPARGNE;;01 73 05 45 45;GENNEVILLIERS CEDEX;France;2018-09-13T16:35:04+0200;17;1;;;;-1;92624;2460.0;2022-01-28;45100327;BM1000000002460;1.0;12300.0;12300.0;0.0;1.0;17.0;schedule;52.0;0.0;60;ACA;1139.0;2022-01-28T21:46:28+0100;2022-01-28T21:46:28+0100;2022-01-01;1.0;10492.31;1.0;Maintenance SAP BO 2022;ACH22011139;0.0;
530;1;2019-11-22T14:19:06+0100;2023-01-10T16:08:24+0100;2020-01-01;2023-12-31;6;2;SE19110801 MA;0.0;1.0;0.0;1.0;6, rue Fournier, BP 311;92111;Clichy Cedex;France;;;33588.92;9630.239999999998;40.19520274071859;255;801.0;798;429;1;;255;Mutuelle Fraternelle d'Assurances -MFA;Assurance;1;caisse d'Epargne;;01 49 68 68 84;Clichy Cedex;France;2019-10-23T17:39:39+0200;255;1;;;;-1;92111;3146.0;2023-01-10;SE19110801 MA04;BM1000000003146;1.0;8530.04;8530.04;0.0;1.0;52.0;schedule;2.0;0.0;255;Bd';1369.0;2023-01-10T16:08:24+0100;2023-01-10T16:08:24+0100;2022-12-12;1.0;6059.48;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121369;0.0;
531;1;2019-11-22T14:40:55+0100;2023-09-15T10:38:56+0200;2020-01-01;2023-12-31;6;2;SE19110802 MA;0.0;1.0;0.0;1.0;BP 91006, P.I. des Bois de Grasse;6131;Grasse Cedex;France;;;9512.21;3225.749999999999;51.312662452318136;368;802.0;799;422;1;;368;Jeanne Arthes;Chimie;1;"fabrication parfum et cosmétique
contact avec le responsable controle de gestion, intallation de plateforme BO, mise en place d'une copie de base de donnée pour faire du reporting. SSIS est leur ETL. Data viz pour le comité de direction via Need4viz a été proposé mais sans suite.
Client débordé sur des périodes par la logistique peut parfois répondre avec du retard.";;04 93 70 90 60;Grasse Cedex;France;2019-10-23T17:39:39+0200;368;1;;;;-1;06131;3239.0;2023-01-27;SE19110802 MA04;BM1000000003239;1.0;2611.21;2611.21;0.0;0.0;52.0;schedule;1.0;0.0;368;ATA;1430.0;2023-01-27T15:52:48+0100;2023-01-27T15:52:48+0100;2022-12-12;1.0;1732.46;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121430;0.0;
532;1;2019-11-25T10:29:58+0100;2023-02-10T16:18:58+0100;2020-01-01;2023-12-31;6;2;SE19110804;0.0;1.0;0.0;1.0;3 rue Marcel Allégot;92190;Meudon;France;;;34863.66;13573.560000000003;63.75526653233195;255;804.0;802;391;1;;255;CAST SA;Edition de logiciels;1;caisse d'Epargne;;;Meudon;France;2019-10-23T17:39:38+0200;255;1;;;;-1;92190;3076.0;2023-01-04;SE19110804 MA;BM1000000003076;1.0;7507.86;7507.86;0.0;0.0;52.0;schedule;1.0;0.0;255;Bd';1367.0;2023-01-10T09:39:13+0100;2023-02-10T16:18:58+0100;2023-01-09;1.0;0.0;1.0;Maintenance SAP BO 2023;ACH23011367;0.0;
533;1;2019-11-25T10:40:54+0100;2023-09-15T17:47:31+0200;2020-01-01;2023-12-31;6;2;SE19110808;0.0;1.0;0.0;1.0;Service Comptabilité Générale, 49 rue de Miromesnil;75008;Paris 08;France;;;50787.2;23346.23;85.07800562443673;255;805.0;803;382;1;;255;Areas Dommages;Assurance;1;Caisse d'Epargne;;;Paris 08;France;2019-10-23T17:39:38+0200;255;1;;;;-1;75008;3138.0;2023-01-09;SE19110805 MA;BM1000000003138;1.0;12918.2;12918.2;0.0;0.0;52.0;schedule;0.0;0.0;255;Bd';1363.0;2023-01-09T17:44:06+0100;2023-01-09T17:44:06+0100;2023-01-01;1.0;0.0;1.0;Maint SAP BO et 360 EYES 2023 (1039.69 €);ACH23011363;0.0;
534;1;2019-11-25T10:51:02+0100;2023-09-15T10:44:58+0200;2020-01-01;2023-12-31;6;2;SE19110806 - Maintenance;0.0;1.0;0.0;1.0;Comptabilité Fournisseurs, BP 106;31250;Revel;France;;;30360.06;6027.290000000001;24.77025837995428;368;806.0;804;431;1;;368;NUTRITION ET SANTE;Agroalimentaire;1;"Caisse d'Epargne Languedoc-Roussillon
Gerlinea, Gerblé, groupe japonais, compte PCOE BO historiquement, repris par Alain en avril 2021, plusieurs actions, SAC et SAC planning, vente de souscription et mise en œuvre, pilotage partie financière et industrielle. autre projet TMA BO et Talend depuis 2022, car le chef de projet est parti pendant 1 an. L'idée étant de remplacer le chef de projet, prévision de 150/200 jours sur 2022 pour du correctif et de l'évolutif. Après le retour du chef de projet, le but est de prolonger la TMA. Benoit Borde pilote. D'autres sujets autour de la data science en cours printemps 2022. Nouveau DSI bon contact. Attention a bien segmenter la facturaton";;05 62 18 73 73;Revel;France;2019-10-23T17:39:39+0200;368;1;;;;3;31250;3119.0;2023-01-09;F200027031;BM1000000003119;1.0;7710.06;7710.06;0.0;0.0;52.0;schedule;1.0;0.0;368;ATA;1349.0;2023-01-09T15:43:32+0100;2023-01-27T16:03:02+0100;2022-12-12;1.0;6167.41;1.0;Maintenance SAP BO 2023 - Unitaire;ACH22121349;0.0;
