,id_projet,prj_etat,prj_date,prj_dateupdate,prj_debut,prj_fin,prj_typeref,prj_type,prj_reference,prj_devise,prj_change,prj_deviseagence,prj_changeagence,prj_adr,prj_cp,prj_ville,prj_pays,prj_lotstab,prj_commentaires,prj_turnover_excludingtax,prj_margin_excludingtax,prj_profitability,id_profil,id_ao,id_crmcontact,id_crmsociete,id_societe,id_pole,id_profilcdp
24,1668,1,2023-08-30T10:33:45+0200,2023-08-30T10:38:52+0200,2023-08-01,2023-12-31,2,2,SE23082347- Eating Behavior,0.0,1.0,0.0,1.0,650 avenue de la petite Camargue,30470,AIMARGUES,France,,,20999.999999916,17209.38793932533,454.00024228920125,12,2347,362,223,1,3,12
25,1667,1,2023-08-29T16:02:28+0200,2023-09-06T13:50:19+0200,2023-08-29,2023-08-29,13,2,SE23072263-TME Maintenance et hébergement,0.0,1.0,0.0,1.0,Parc Innovalia - Bâtiment E - 46-48 chemin de la Bruyère,69570,DARDILLY,France,,,3800.0,1900.0,100.0,12,2263,303,193,1,3,12
26,1666,1,2023-08-25T16:31:49+0200,2023-08-28T16:50:44+0200,2023-09-01,2023-10-31,2,2,SE23072258-Formation SAP BI,0.0,1.0,0.0,1.0,24 Rue Martre,92110,CLICHY,France,,,4050.0,3025.8321534245997,295.4429943824482,71,2258,1786,219,1,3,71
27,1665,1,2023-08-18T10:14:11+0200,2023-09-07T06:35:56+0200,2023-08-18,2023-08-18,12,4,SE23082332-Maintenance SAP BusinessObjects BackEurop,0.0,1.0,0.0,1.0,,,,,,,5133.33,539.7299999999996,11.749608150470209,368,2332,2230,921,1,3,368
28,1664,1,2023-08-18T10:08:11+0200,2023-09-07T06:36:45+0200,2023-08-18,2023-08-18,4,4,SE23072246-58 Licences BO NUL Back europ,0.0,1.0,0.0,1.0,,,,,,,20000.0,4340.0,27.713920817369093,368,2246,2230,921,1,20,368
29,1663,1,2023-08-09T15:12:24+0200,2023-08-09T15:16:17+0200,2023-09-27,2023-10-27,8,1,SE23062238-Formation Statistiques Industrielles,0.0,1.0,0.0,1.0,20 Avenue de la Gare,38290,La Verpillière,France,,,8205.0,8195.0,81950.0,12,2238,2171,153,1,3,12
30,1662,1,2023-08-08T17:38:01+0200,2023-09-25T10:19:43+0200,2023-08-08,2023-12-31,2,2,SE23072254-Baromêtre autour des sites Internet de l’Etat,0.0,1.0,0.0,1.0,20 avenue de Ségur,75007,Paris,France,,,86621.09999990289,78007.2989638092,905.608321308349,17,2254,1375,671,1,3,17
31,1661,1,2023-08-03T08:19:22+0200,2023-08-29T09:39:30+0200,2023-07-01,2024-07-31,13,2,SE23032108-TMA - Etude de marché relative à la performance sportive,0.0,1.0,0.0,1.0,"24, rue du Commandant Guilbaud",75016,PARIS,France,,,13080.0,8704.253057533999,198.92039398029314,17,2108,1785,848,1,,17
32,1660,1,2023-07-31T14:37:58+0200,2023-07-31T14:38:31+0200,2023-08-21,2023-09-30,1,1,SE23072304-Expertise Migration BO,0.0,1.0,0.0,1.0,5 Pl. de la Pergola CS 77711,31077,TOULOUSE,France,,,4000.0,2293.053589041,134.33658926367303,17,2304,2276,1057,1,3,17
33,1659,1,2023-07-27T17:54:12+0200,2023-08-02T15:52:20+0200,2023-07-27,2023-08-31,6,2,SE23072259-Maintenance DB2,0.0,1.0,0.0,1.0,,,,France,,,1018.2,254.55000000000007,33.33333333333334,1291,2259,1935,522,1,20,1291
34,1658,1,2023-07-26T15:05:10+0200,2023-09-21T11:46:28+0200,2023-07-26,2023-12-31,2,2,SE23062223-Evolution ASTRIDE,0.0,1.0,0.0,1.0,,,,France,,,20700.0,11055.54406,114.63108057912906,1291,2223,1981,907,1,20,1291
35,1657,1,2023-07-25T15:55:08+0200,2023-09-05T15:03:52+0200,2023-07-25,2023-09-30,2,2,SE23072251-Data Manager et Statisticien juillet à septembre 2023,0.0,1.0,0.0,1.0,"84, avenue Jean – Jaurès - Champs-sur-Marne",77447,MARNE-LA-VALLEE CEDEX 02,France,,,19800.00000006,17156.49580005239,649.0058082753567,368,2251,2231,911,1,20,368
36,1656,1,2023-07-25T09:45:13+0200,2023-07-25T09:46:39+0200,2023-07-25,2023-09-30,2,2,SE23062234-Migration SAP BI,0.0,1.0,0.0,1.0,"CityLife, 28 allée d'Aquitaine",92000,NANTERRE,France,,,9675.0,9610.0,14784.615384615385,78,2234,867,412,1,3,78
37,1655,1,2023-07-17T19:32:33+0200,2023-07-20T14:30:25+0200,2023-07-17,2023-07-17,4,4,SE22071832-Extension SAP BusinessObjects DataIntegrator,0.0,1.0,0.0,1.0,,,,,,,85000.0,33800.0,66.015625,17,1832,936,506,1,,17
38,1654,1,2023-07-13T14:01:43+0200,2023-07-13T14:03:45+0200,2023-06-14,2023-07-13,2,2,SE23072250-Enregistrement références FFN,0.0,1.0,0.0,1.0,35 rue d'Alsace,92300,LEVALLOIS-PERRET,France,,,0.0,0.0,0.0,17,2250,1464,98,1,3,17
39,1653,1,2023-07-13T05:59:47+0200,2023-07-13T06:00:57+0200,2023-07-01,2023-07-13,2,2,SE23072249-Veille marché public SAP Cloud,0.0,1.0,0.0,1.0,35 rue d'Alsace,92300,LEVALLOIS-PERRET,France,,,800.0,800.0,0.0,17,2249,1464,98,1,3,17
40,1652,1,2023-07-13T05:49:00+0200,2023-07-13T05:49:36+0200,2023-06-01,2023-07-13,2,2,SE23072248-Salon Sport Unlimitech,0.0,1.0,0.0,1.0,35 rue d'Alsace,92300,LEVALLOIS-PERRET,France,,,4100.0,4100.0,0.0,17,2248,1464,98,1,3,17
41,1651,1,2023-07-12T14:20:38+0200,2023-08-21T12:07:09+0200,2023-07-10,2023-10-31,2,2,SE23072244-SIDRH - Dev BI confirmé,0.0,1.0,0.0,1.0,61 Boulevard Pinel,69500,BRON,France,,,23055.0,22837.5,10500.0,12,2244,304,194,1,3,12
42,1650,1,2023-07-07T14:59:43+0200,2023-09-12T08:52:49+0200,2023-07-07,2023-07-07,2,2,SE23062232-portage Business et Decision mission datamesh,0.0,1.0,0.0,1.0,39-43 quai André-Citroën,75739,Paris,France,,,13072.5,13072.5,0.0,64,2232,1406,663,1,20,64
43,1649,1,2023-07-06T17:58:52+0200,2023-09-14T14:52:43+0200,2023-07-10,2023-10-31,2,2,SE23042149-Maintenance prédictive Lois d'usure,0.0,1.0,0.0,1.0,12 boulevard Antoine GAUTIER - Immeuble Porte de Bordeaux - CS 31211,33082,BORDEAUX CEDEX,France,,,27000.0,23071.360164384,587.2607602057386,1291,2149,1901,884,1,,1291
44,1648,1,2023-07-06T11:50:23+0200,2023-07-06T11:53:20+0200,2023-07-06,2023-12-31,2,2,"SE23062241 assistance BO et ODI - données logement, boursier",0.0,1.0,0.0,1.0,60 Bd du Lycée,92170,VANVES,France,,,66941.0,66441.0,13288.2,64,2241,1489,729,1,20,64
45,1647,1,2023-07-04T15:34:55+0200,2023-07-29T07:59:21+0200,2023-07-04,2023-09-07,2,2,SE23052197-projet JOCAS,0.0,1.0,0.0,1.0,39-43 quai André-Citroën,75015,Paris,France,,,12948.0,7702.811884932,146.8548260986849,64,2197,2175,662,1,,64
46,1646,1,2023-07-04T14:00:34+0200,2023-07-28T15:29:37+0200,2023-07-24,2023-11-30,2,2,SE23062236-Projet Maintenance - Migration des états,0.0,1.0,0.0,1.0,24 Rue Martre,92110,CLICHY,France,,,16800.0,9630.825073972199,134.336589263673,71,2236,1786,219,1,3,71
47,1645,1,2023-06-30T18:32:23+0200,2023-07-28T22:11:52+0200,2023-06-20,2023-09-30,2,2,SE23062243-projet Plateforme Datascience,0.0,1.0,0.0,1.0,,,,France,,,18127.2,13957.204327273,334.7054870717787,64,2243,1413,628,1,20,64
48,1644,1,2023-06-29T15:40:09+0200,2023-06-29T15:45:47+0200,2023-06-27,2023-06-27,9,2,SE23062240-VENTE ORDINATEUR DELL,0.0,1.0,0.0,1.0,8 rue de la Bourse,69002,LYON,France,,,550.0,550.0,0.0,17,2240,8,6,1,6,17
49,1643,1,2023-06-29T14:58:10+0200,2023-06-29T14:58:28+0200,2023-06-01,2023-12-31,2,2,SE23052188-Extractions de données pour statistiques primo-arrivants,0.0,1.0,0.0,1.0,,,,France,,,1800.0,1785.0,11900.0,1291,2188,1981,907,1,,1291
50,1642,1,2023-06-29T13:16:15+0200,2023-09-12T17:03:18+0200,2023-06-29,2023-11-30,2,2,SE23062217-Assistance BO Webi,0.0,1.0,0.0,1.0,2 BIS avenue du Général Leclerc,94704,MAISONS-ALFORT Cedex,France,,,63196.4,62796.4,15699.1,64,2217,1804,852,1,20,64
51,1641,1,2023-06-29T09:57:52+0200,2023-09-18T18:34:05+0200,2023-06-29,2023-07-31,8,1,SE23052177-Formation Power BI Tannerie de Vivoin,0.0,1.0,0.0,1.0,Les Croix,72170,VIVION,France,,,3750.0,3735.0,24900.0,17,2177,2083,186,1,,17
52,1640,1,2023-06-27T14:49:39+0200,2023-07-25T16:22:37+0200,2023-07-01,2023-09-30,1,1,a supprimer - doublon - SE23062237-Tech lead MS BI sur Agora,0.0,1.0,0.0,1.0,,,,France,,,99000.0,54000.0,120.0,17,2237,1237,645,1,3,17
53,1639,1,2023-06-27T07:38:22+0200,2023-09-07T17:45:42+0200,2023-07-01,2023-12-31,7,1,SE23062235-TMA SAC Planning,0.0,1.0,0.0,1.0,111 rue Elisee Reclus CS 20617,69153,DECINES,France,,,59800.0,50324.734021918004,531.1168482059311,17,2235,2180,576,1,3,17
54,1638,1,2023-06-26T16:57:47+0200,2023-06-27T16:17:38+0200,2023-06-26,2023-06-26,12,4,SE23032105-Maintenance Eyes,0.0,1.0,0.0,1.0,,,,,,,1750.0,200.22000000000003,12.919253055272364,255,2105,1860,271,1,,255
55,1637,1,2023-06-26T13:30:24+0200,2023-08-22T17:01:41+0200,2023-06-15,2023-08-31,2,2,SE23052199-Algorithme de recommandation nutritionnelle,0.0,1.0,0.0,1.0,,,Lille,France,,,7800.0,6454.3539945204,479.6472451326463,17,2199,2177,1005,1,2,17
56,1636,1,2023-06-22T10:03:23+0200,2023-07-12T14:56:24+0200,2023-06-22,2023-06-22,4,4,SE23062214-Licences Boué Disgroup 49-SE23062214-Licences Boué Disgroup 49,0.0,1.0,0.0,1.0,,,,,,,720.0,135.0,23.076923076923077,368,2229,2218,1025,1,20,368
57,1635,1,2023-06-22T09:56:19+0200,2023-07-12T16:56:41+0200,2023-06-22,2023-06-22,12,4,SE23062224-Maintenance PCOE BusinessObjects BOUE GROUP 49-SE23062224-Maintenance PCOE BusinessObject,0.0,1.0,0.0,1.0,,,,,,,297.0,103.94999999999999,53.84615384615383,368,2230,2218,1025,1,20,368
58,1634,1,2023-06-22T06:13:44+0200,2023-09-15T15:12:08+0200,2023-07-01,2023-12-31,12,4,SE23062226-Maintenance BO,0.0,1.0,0.0,1.0,,,,,,,297.0,103.94999999999999,53.84615384615383,368,2226,2217,1024,1,3,368
59,1633,1,2023-06-22T06:09:03+0200,2023-06-27T14:59:04+0200,2023-06-22,2023-06-22,4,4,SE23062225-Licence SAP BusinessObjects Edge,0.0,1.0,0.0,1.0,,,,,,,765.0,180.0,30.76923076923077,17,2225,2217,1024,1,3,17
60,1631,1,2023-06-21T16:44:04+0200,2023-09-19T11:02:37+0200,2023-06-20,2024-01-31,2,2,SE23062215-AMOA et piloage - enquête en ligne,0.0,1.0,0.0,1.0,14 avenue Duquenes,75350,PARIS 7,France,,,68415.5,41558.574772604596,154.74062805303112,64,2215,1246,644,1,20,64
61,1630,1,2023-06-21T12:00:09+0200,2023-07-21T10:49:29+0200,2023-06-21,2023-12-31,2,2,SE23042147-Migration référentiels BO BODS,0.0,1.0,0.0,1.0,,,,France,,,1660.0,977.2214356164,143.12421136106076,1291,2147,1982,908,1,,1291
62,1628,1,2023-06-15T15:50:39+0200,2023-06-19T17:29:24+0200,2023-06-13,2023-06-13,2,2,SE23052198-Accompagnement SAP BO,0.0,1.0,0.0,1.0,275 Boulevard Marcel Paul,44800,Saint-Herblain,France,,,850.0,508.6107178082,148.98262609265257,71,2198,2176,1004,1,3,71
63,1627,1,2023-06-14T15:07:09+0200,2023-09-06T14:07:54+0200,2023-06-14,2023-09-29,2,2,SE23062203-Installation serveur BusinessObjects,0.0,1.0,0.0,1.0,,80054,Amiens Cedex 1,France,,,4000.0,2634.4428712328,192.92073657959128,17,2203,1872,880,1,3,17
64,1626,1,2023-06-13T22:28:58+0200,2023-07-03T08:27:03+0200,2023-06-05,2023-12-31,2,2,SE23052194-Déploiement Estradd,0.0,1.0,0.0,1.0,39-43 quai André-Citroën,75015,Paris,France,,,75994.99999992401,68384.98799993162,898.6186618365385,64,2194,1271,662,1,,64
65,1625,1,2023-06-13T15:06:51+0200,2023-09-19T10:44:33+0200,2023-06-13,2023-11-30,2,2,SE23052190-Formations 2023 Webi 1 et 2 j,0.0,1.0,0.0,1.0,"Hôtel du département, Rue Viala",84909,Avignon,France,,,10280.0,10240.0,25600.0,368,2190,2010,872,1,,368
66,1624,1,2023-06-13T11:49:31+0200,2023-06-13T11:53:38+0200,2023-06-20,2025-06-20,2,2,SE23032111-AO Data science et mathématiques,0.0,1.0,0.0,1.0,,,,France,,"II.2.7) Durée du marché, de l'accord-cadre ou du système d'acquisition dynamique
Durée en mois : 48
Ce marché peut faire l'objet d'une reconduction : Oui
Description des modalités ou du calendrier des reconductions : L’accord-cadre est conclu pour une durée initiale de 24 mois à
compter du 20 juin 2023.
Il pourra ensuite être reconduit par période successive de 12 mois 2 fois par tacite reconduction, à chaque date anniversaire du marché. La
durée totale du présent accord-cadre ne pourra dépasser 48 mois.",0.0,0.0,0.0,368,2111,1984,911,1,,368
67,1623,1,2023-06-13T11:10:28+0200,2023-08-30T15:13:41+0200,2023-06-13,2023-08-31,2,2,SE23032106-Migration BO 4.3,0.0,1.0,0.0,1.0,Hotel du Département - Serv Informatique BP 159 - Place Saint-Arnoux,05008,GAP Cedex,France,,"Accord tacite, attente bon de commande.",6240.0,6205.0,17728.571428571428,368,2106,32,20,1,,368
68,1622,1,2023-06-13T10:50:28+0200,2023-09-19T16:48:42+0200,2023-06-30,2024-06-30,1,1,SE23062212 E-learning BO 4.3,0.0,1.0,0.0,1.0,60 Bd du Lycée,92170,VANVES,France,,"Abonnement annuelle (1 an d'engagement)
Nombre utilisateurs : 200
Abonnement annuel (35% de remise): 8 304 €",16135.2,16135.2,0.0,64,2212,1489,729,1,20,64
69,1621,1,2023-06-09T17:27:06+0200,2023-08-07T16:10:24+0200,2023-06-09,2023-09-30,2,2,SE23042167-Migration BDD - Base de données,0.0,1.0,0.0,1.0,13 rue Gustave Eiffel,13010,Marseille,France,,Attention sous traitant à voir avec Grégory,10652.5,3485.553589041,48.63373310160698,368,2167,550,335,1,,368
70,1620,1,2023-06-09T17:04:57+0200,2023-09-05T14:23:11+0200,2023-06-01,2023-12-31,2,2,SE23062204-Projet GOLT,0.0,1.0,0.0,1.0,10 avenue de la Ballastière,33500,LIBOURNE,France,,,19520.0,19367.5,12700.0,1291,2204,1898,874,1,20,1291
71,1619,1,2023-06-09T11:33:26+0200,2023-07-06T14:40:18+0200,2023-06-14,2023-09-14,2,2,SE23062211-Assistance Technique Migration SI,0.0,1.0,0.0,1.0,18 quai Duguay-Trouin,35000,Rennes,France,,,29700.0,16543.539945204,125.74461425262557,71,2211,1225,640,1,3,71
72,1618,1,2023-06-08T14:30:50+0200,2023-09-08T11:14:09+0200,2023-06-08,2023-09-30,2,2,SE23062206-Assistance - Git Hub,0.0,1.0,0.0,1.0,52 avenue André Morizet,92513,BOULOGNE BILLANCOURT,France,,,6374.4,4316.064306849199,209.68709434574194,64,2206,1324,684,1,20,64
73,1617,1,2023-06-08T13:04:17+0200,2023-06-08T13:04:43+0200,2023-06-01,2023-06-30,2,2,SE23052196-Formation BO,0.0,1.0,0.0,1.0,"27, rue Buffon BP 10250",21207,BEAUNE Cedex,France,,,2400.0,2063.8816438356,614.0341953910211,1291,2196,1821,857,1,,1291
74,1616,1,2023-06-07T17:36:20+0200,2023-06-12T16:30:47+0200,2023-06-01,2023-10-31,2,2,SE23052193-Evolution Univers Neoxam,0.0,1.0,0.0,1.0,9 rue des Iris,79000,Bessines,France,,,9350.0,5594.7178958902,148.9826260926526,71,2193,1976,902,1,,71
75,1615,1,2023-06-07T17:04:02+0200,2023-09-21T10:18:11+0200,2023-06-12,2023-10-31,2,2,SE23052183-Upgrade du serveur SAP BO en 4.2 SP9,0.0,1.0,0.0,1.0,Odet- Ergué-Gabéric- CS15005,29556,Quimper Cedex 9,France,,,1800.0,1117.2214356164,163.62866292163213,71,2183,2165,999,1,,71
76,1614,1,2023-06-07T15:52:34+0200,2023-06-07T15:52:57+0200,2023-06-01,2023-06-30,2,2,SE23052185-Formation Crystal Report,0.0,1.0,0.0,1.0,,,,France,,,4800.0,3434.4428712328,251.50488389550952,1291,2185,2169,1001,1,,1291
77,1613,1,2023-06-07T14:03:26+0200,2023-09-13T16:05:21+0200,2023-05-25,2023-10-31,2,2,SE23052179-Gouvernance projet Estradd,0.0,1.0,0.0,1.0,14 avenue Duquenes,75350,PARIS 7,France,,,71762.0,55264.473,334.9864073566905,64,2179,1246,644,1,,64
78,1612,1,2023-06-05T14:53:00+0200,2023-06-05T14:53:14+0200,2023-05-01,2023-12-31,2,2,SE23062205-Formation GENIO + préparation,0.0,1.0,0.0,1.0,,,,France,,,3300.0,3285.0,21900.0,1291,2205,2166,1000,1,20,1291
79,1611,1,2023-06-05T14:51:05+0200,2023-06-05T14:51:29+0200,2023-05-01,2023-12-31,2,2,SE23052184-Assistance technique GENIO,0.0,1.0,0.0,1.0,,,,France,,,1600.0,1600.0,0.0,1291,2184,2166,1000,1,,1291
80,1610,1,2023-06-05T11:24:59+0200,2023-06-05T11:25:53+0200,2023-05-01,2023-06-30,2,2,SE23032125-Formation BO,0.0,1.0,0.0,1.0,101 avenue Anatole France,10003,Troyes Cedex,France,,,3450.0,2425.8321534245997,236.85884706652993,1291,2125,1692,805,1,,1291
81,1609,1,2023-06-05T11:00:47+0200,2023-06-05T11:02:05+0200,2023-05-01,2024-04-30,2,2,SE23052189-TMA BO TALEND,0.0,1.0,0.0,1.0,,,,France,,,2500.0,2148.6107178082,611.4616542673651,1291,2189,2172,1002,1,,1291
82,1608,1,2023-06-01T16:30:55+0200,2023-06-01T16:32:25+0200,2023-06-01,2023-06-01,2,2,SE23062202-Apport d'Affaires N4V,0.0,1.0,0.0,1.0,BP 80300,86963,FUTUROSCOPE CHASSENEUIL CEDEX,France,,,3510.0,3510.0,0.0,52,2202,1307,626,1,6,52
83,1607,1,2023-06-01T14:47:21+0200,2023-06-01T14:47:39+0200,2023-06-01,2023-06-30,8,1,SE23042148-Formation statistique,0.0,1.0,0.0,1.0,,,,France,,,3800.0,3780.0,18900.0,12,2148,2006,923,1,,12
84,1606,1,2023-06-01T13:27:55+0200,2023-07-05T05:57:44+0200,2023-06-01,2023-06-30,1,1,SE23062201-Réversibilité SAC Planning,0.0,1.0,0.0,1.0,111 rue Elisee Reclus CS 20617,69153,DECINES,France,,,18200.00000009,15894.421061443261,689.3895843259438,17,2201,2180,576,1,3,17
85,1605,1,2023-06-01T10:23:41+0200,2023-07-25T16:34:20+0200,2023-05-01,2023-09-30,2,2,SE23032093-Migration BO 4.3,0.0,1.0,0.0,1.0,20 rue Garibaldi,69413,LYON CEDEX 06,France,,,8350.0,5960.2750246574,249.412592919941,255,2093,1860,271,1,,255
86,1604,1,2023-05-26T11:07:28+0200,2023-09-06T08:40:41+0200,2023-05-22,2023-12-31,2,2,SE23052191-projet pilote,0.0,1.0,0.0,1.0,,,,France,,,64590.24,45318.89242535615,235.16203135158122,64,2191,2173,1003,1,,64
87,1603,1,2023-05-23T10:35:08+0200,2023-08-21T21:44:52+0200,2023-06-01,2023-09-30,8,1,SE23052195-Formations 2023,0.0,1.0,0.0,1.0,111 rue Elisee Reclus CS 20617,69153,DECINES,France,,,6374.4,6354.4,31772.0,17,2195,1430,576,1,,17
88,1602,1,2023-05-22T09:32:28+0200,2023-09-27T08:30:05+0200,2023-05-22,2023-12-31,2,2,SE23042170-Synthèse des essais Colza Maïs Tournesol,0.0,1.0,0.0,1.0,,,Blois,France,,,36400.000000065,25084.932253561597,221.6949364824914,368,2170,1992,915,1,,368
