,id_crmsociete,csoc_societe,csoc_intervention,csoc_type,csoc_metiers,csoc_web,csoc_tel,csoc_ville,csoc_pays,csoc_date,id_profil,id_societe,id_pole,id_action_previous,id_action_next,id_provenance,csoc_cp
358,901,LADAPT,,0,,,,PANTIN cedex,France,2023-03-08T12:07:29+0100,17,1,,,,-1,93508
359,699,ASCOMETAL France Holding SAS,,1,crédit agricole,,,HAGONDANGE,France,2021-05-04T18:17:24+0200,60,1,,,,6,F57302
360,487,ONEY,Banque,1,CAISSE EPARGNE,,,LILLE CEDEX 9,France,2020-03-09T17:37:06+0100,255,1,,,,11,59895
361,431,NUTRITION ET SANTE,Agroalimentaire,1,"Caisse d'Epargne Languedoc-Roussillon
Gerlinea, Gerblé, groupe japonais, compte PCOE BO historiquement, repris par Alain en avril 2021, plusieurs actions, SAC et SAC planning, vente de souscription et mise en œuvre, pilotage partie financière et industrielle. autre projet TMA BO et Talend depuis 2022, car le chef de projet est parti pendant 1 an. L'idée étant de remplacer le chef de projet, prévision de 150/200 jours sur 2022 pour du correctif et de l'évolutif. Après le retour du chef de projet, le but est de prolonger la TMA. Benoit Borde pilote. D'autres sujets autour de la data science en cours printemps 2022. Nouveau DSI bon contact. Attention a bien segmenter la facturaton",,05 62 18 73 73,Revel,France,2019-10-23T17:39:39+0200,368,1,,,,3,31250
362,640,GIE Océan,Banque,1,"Filiale de BNP Paribas

CAISSE D'EPARGNE",,,Rennes,France,2020-11-13T11:15:27+0100,71,1,,,,-1,35000
363,10,GEODIS BM,Logistique,1,CREDIT AGRICOLE,,04 79 88 50 50,MERY,France,2016-01-10T10:16:35+0100,12,1,,,,-1,73295
364,694,Ministères Transition Ecologique Cohésion des territoires Mer (MTE),Secteur public,1,caisse d'Epargne,,,Saint-Médard-en-Jalles,France,2021-04-13T15:30:54+0200,71,1,,,,12,33166
365,308,MAIRIE DE BAGNEUX,Secteur public,1,"Ex ASI

credit agricole",,01 42 31 60 00,BAGNEUX,France,2018-11-21T17:14:34+0100,255,1,,,,-1,92220
366,452,W-HA,,1,"filiale d'Orange

CREDIT AGRICOLE",,01 41 86 09 69,Boulogne-Billancourt,France,2019-10-23T17:39:39+0200,255,1,,,,-1,92100
367,660,Services du Premier Ministre (SPM),Secteur public,1,,,01 42 75 80 00,Paris,France,2020-12-28T15:21:37+0100,64,1,,,,12,75007
368,898,COPO PARIS 2024,,0,,,,SAINT-DENIS,France,2023-02-28T06:35:59+0100,17,1,,,,-1,93210
369,781,BIOGARAN,Pharmacie,1,CAISSE EPARGNE,,,COLOMBES CEDEX,France,2022-03-03T07:18:06+0100,17,1,,,,3,92707
370,408,Flex-N-Gate France,,1,crédit agricole,,,AUDINCOURT Cedex,France,2019-10-23T17:39:38+0200,52,1,,,,-1,25402
371,442,"NAPAQARO SERVICES Courtepaille  (ex SERARE, NEW COURT MANAGEMENT))",,1,"caisse Epargne
Contrat PCOE qui vient de Synergie, peu de contact
a été racheté par Buffalo Grill, groupe Napaqaro, changement d'adresse, mis à jour ok",,,Montrouge,France,2019-10-23T17:39:39+0200,368,1,,,,-1,92120
372,896,INSTITUT GODINOT,,0,,,,REIMS,France,2023-02-27T08:02:26+0100,17,1,,,,1,51100
373,276,SOCIETE DAUPHINOISE POUR L'HABITAT(SDH),,0,,www.sdh.fr,,ECHIROLLES,France,2018-10-16T17:27:25+0200,52,1,,,,-1,38431
374,282,BONTAZ CENTRE,Industrie,1,"Ex ASI
Caisse d'Epargne",,0450893800,CLUSES CEDEX,France,2018-11-14T11:38:50+0100,52,1,,,,10,74314
375,895,MAISON VIALADE,,0,"lead SAP, Hugo Hallez",,,Perpignan,France,2023-02-17T10:19:54+0100,368,1,,,,-1,
376,894,Groupe Legendre,,0,,https://www.groupe-legendre.com/,02 99 86 75 86,Rennes Cedex 2,France,2023-02-16T12:45:52+0100,71,1,,,,-1,35208
377,820,SKERING,,1,caisse Epargne,,,PARIS,France,2022-04-12T15:47:57+0200,255,1,,,,-1,75020
378,882,MSF LOGISTIQUE (MEDECINS SANS FRONTIERES LOGISTIQUE),,1,credit agricole,,,MERIGNAC,France,2022-12-28T11:08:43+0100,1291,1,,,,13,33700
379,401,Eminence SAS,Industrie,1,"CREDIT AGRICOLE DU LANGUEDOC
Maintenance BO, base de donnée DB2, pas ETL. initié un projet de prévision de vente qui est en cours non finalisé, offshore ( moins cher mais plus long) ou nearshore ( plus cher mais plus court), inshore ( fabriqué en France bcp plus cher mais disponible immédiatement.) le but étant d'anticiper les ventes pour avoir pas cher et disponible au bon moment. TMA déjà partiellement payé. Nouveau projet 2021 PMM reporting projet PRI pour comparer la partie estimation qui vient du plan de collection . Sous estimé par l'ancien commercial, donc il y a un travail de réestimation de format d'extraction de l'outils, et les indicateurs sont à retravailler .Le groupe Delta Galil a racheté Eminence et impose M3( ERP),  Nouveau DSI, nouveau contrôle de gestion, Maxime va prendre le relais. un peu de temps avant de reprendre ses marques. RACHETE et n'est plus décisionnaire en direct",,,Aimargues,France,2019-10-23T17:39:38+0200,368,1,,,,0,30470
380,310,AGC 22,Services,1,"Ex ASI

caisse d'Epargne (attention paie encore sur BNP en 02/2023)",,02 96 79 20 00,PLERIN CEDEX,France,2018-11-22T11:27:30+0100,71,1,,,,10,22195
381,422,Jeanne Arthes,Chimie,1,"fabrication parfum et cosmétique
contact avec le responsable controle de gestion, intallation de plateforme BO, mise en place d'une copie de base de donnée pour faire du reporting. SSIS est leur ETL. Data viz pour le comité de direction via Need4viz a été proposé mais sans suite.
Client débordé sur des périodes par la logistique peut parfois répondre avec du retard.",,04 93 70 90 60,Grasse Cedex,France,2019-10-23T17:39:39+0200,368,1,,,,-1,06131
382,892,GRDF,,0,,,,,France,2023-02-08T13:11:08+0100,17,1,,,,-1,
383,720,Centre Hospitalier de Jury,Secteur public,1,,,03 87 56 39 39,Metz cedex 3,France,2021-08-18T17:17:34+0200,60,1,,,,0,57073
384,831,CH Novillars,Servies hospitaliers,1,,,03 81 60 58 00,Novillars,France,2022-05-12T09:51:38+0200,64,1,,,,3,25220
385,746,Agence de l'Eau,Secteur public,2,caisse d'épargne,,,,France,2022-01-04T15:50:24+0100,12,1,,,,-1,
386,889,Innoval,,0,Compte adressé via B&D,https://www.innoval.com/,,Noyal-sur-Vilaine,France,2023-01-20T11:17:07+0100,71,1,,,,-1,35538
387,840,Business Decision University,,1,CAISSE D'EPARGNE,,,Paris La Défense Cedex,France,2022-06-03T10:26:46+0200,71,1,,,,-1,92931
388,293,Ville de La Roche-sur-Yon,Secteur public,1,Ex ASI,,02 51 47 47 47,La Roche-sur-Yon Cedex,France,2018-11-19T15:43:18+0100,71,1,,,,10,85021
389,891,Opal,,0,,,,,France,2023-02-03T16:42:28+0100,255,1,,,,-1,
390,372,AGGLOMERATION DE BEZIERS,Secteur public,1,"credit agricole. 
Client récupéré en appel d'offre, consultation gagnée sur 2 ans en 2019, pour la maintenance PCOE. contact Fabrice. marché renouvelé en 2022 jusqu'en 2024. Bon de commande émis puis attente de facture directement. A priori version 4.2. serveur ? Licences? TMA en place depuis 2021 (contact Sabrina), assistance technique à la demande 6 jours / an, non consommés. A voir avant 2022 besoin d'aller plus loin dans la prise en charge de l'outils ou formation ou patch éventuel. email a faire pour accord de repousser la TMA à l'utilisation plus tard. Faire un point mai.",lagglo.fr/nous-contacter/,04 67 01 68 68,BEZIERS Cedex,France,2019-07-26T15:39:43+0200,368,1,,,,-1,34536
391,759,HOLDING TEXTILE HERMES,,1,BPI,,,PIERRE-BENITE,France,2022-02-02T06:29:12+0100,17,1,,,,-1,69310
392,848,Paris Saint-Germain PSG,,1,RIB Credit agricole,,0147437171,PARIS,France,2022-07-05T11:37:58+0200,17,1,,,,-1,75016
393,636,Hôpital Gériatrique les Sources Nice,Servies hospitaliers,1,"Contact Alain, partenaire Pedab nous a donné le contrat. EOM .  Contrat maintenance PCOE, et licences BO vendues en novembre 2021, ( 16 Null + 1 nommé?). formations? faire un point R&D? Need4viz? point en avril. juin 2022 besoin en formation.",,,Nice,France,2020-10-22T10:33:49+0200,368,1,,,,-1,06105
394,886,KARAPASS,,2,Facturation via AUDENTIEL,,,,France,2023-01-11T17:45:47+0100,1291,1,,,,13,
395,888,TAGETIK,,1,,,,,France,2023-01-18T12:31:39+0100,1291,1,,,,13,
396,511,MONDIAL RELAY,,1,CAISSE d' Epargne Languedoc Roussillon,,0969322332,HEM,France,2020-06-18T11:51:07+0200,255,1,,,,11,59510
397,370,CHU RENNES,Servies hospitaliers,1,caisse d'Epargne,,02 99 28 43 21,Rennes cedex 9,France,2019-07-22T14:11:11+0200,71,1,,,,-1,35033
398,445,TDF,,1,BPI,,01 55 95 10 00,MONTROUGE,France,2019-10-23T17:39:39+0200,17,1,,,,-1,92541
399,560,SUNCLEAR,,1,CAISSE D'EPARGNE,,03 20 65 70 00,Marcq-en-Baroeul,France,2020-08-03T13:58:02+0200,255,1,,,,11,59700
400,11,BOIRON,Pharmacie,1,"BPI
Factures sur site CEGEDIM",,,MESSIMY,France,2016-01-10T10:16:35+0100,12,1,,,,-1,69510
401,887,Monceau Assurances,,0,,,,,France,2023-01-16T15:11:04+0100,368,1,,,,-1,
402,481,LALLEMAND,,1,"Contact Jonathan Bodin, passif de formation statistiques 2020. 
Equipe de 5 data scientists, veulent garder en interne les compétences statistiques mais ont besoin de montée en compétence par le biais de la formation et externaliser quelques travaux. Sujets de traitement de données et création de métadonnées. Capteurs et données récoltées. Prévoir cadrage sur quelques sujets cible.

CAISSE EPARGNE",,,BLAGNAC,France,2020-02-25T18:54:32+0100,368,1,,,,-1,31702
403,409,Fonds de Garantie - FGA,Assurance,1,CAISSE D'Epargne,,0143967700,Vincennes Cedex,France,2019-10-23T17:39:38+0200,255,1,,,,-1,94682
404,591,CLARINS LOGISTIQUE,,1,"https://portal.basware.com/open/clarinsdematerialisation
credit agricole
Ex Synergie, très proche de Synergie encore avec prestations régulières (Rémy Carbon). Vente additionnelle récente sur la partie logistique de Clarins, upgrade licence BO (pour une autre entité laboratoire) autorisation d'avoir les licences pour des deux entités sœurs. PCOE maintenance chez nous qui va donc grossir. Partie logistique uniquement de Clarins.",,,GLISY,France,2020-09-07T15:01:34+0200,368,1,,,,11,80440
405,697,Direction générale de la santé (DGS),Secteur public,0,,,,,France,2021-04-19T11:14:40+0200,64,1,,,,12,
406,225,MINISTERE DE LA TRANSITION ECOLOGIQUE ET SOLIDAIRE,Secteur public,1,,,,Metz,France,2018-01-23T15:31:52+0100,12,1,,,,12,57076
407,329,ADEF HABITAT (ex ADEF ALGONIS),Immobilier,1,"Ex ASI

caisse d'Epargne",,01 46 70 16 00,Ivry-sur-Seine,France,2018-12-05T17:27:13+0100,255,1,,,,10,94200
408,379,AGEFIPH,Secteur public,1,,,,Bagneux Cedex,France,2019-10-23T17:39:38+0200,255,1,,,,-1,92226
409,879,INETUM BUSINESS SOLUTIONS FRANCE,,2,crédit agricole,,,ST OUEN SUR SEINE,France,2022-11-28T09:56:34+0100,64,1,,,,-1,93400
410,446,Transports MESGUEN,,1,caisse d'épargne,,+33298292424,Saint-Pol-de-Léon,France,2019-10-23T17:39:39+0200,71,1,,,,-1,29250
411,296,SEMITAN,Transport,1,"Ex ASI
CAISSE EPARGNE
facture par courrier REFUSE les factures électronques",semitan.fr,02 51 81 77 00,Nantes Cedex 01,France,2018-11-20T14:57:31+0100,71,1,,,,10,44046
412,347,CSP PARIS FASHION GROUP (WELL),Grande distribution,1,"Client historique, contact principal Cécile (contrôle de gestion), uniquement de la maintenance, PCOE actuellement, outils Business planning and consolidation BPC. Un point annuel organisé. A priori pas BO, mais pousser sur l'outils SAC planning qui va remplacer BPC (en fin de vie), donc acces à plein de reporting. Voir avec Laurent Lecart qui sera plus au courant des projets BI. siège dans le sud mais industrie dans le nord voir si besoin au niveau de la chaine de production. point à faire en avril.",,,LE VIGAN CEDEX,France,2019-02-18T06:24:41+0100,368,1,,,,-1,30123
413,429,Mutuelle Fraternelle d'Assurances -MFA,Assurance,1,caisse d'Epargne,,01 49 68 68 84,Clichy Cedex,France,2019-10-23T17:39:39+0200,255,1,,,,-1,92111
414,561,CAISSE DES FRANCAIS DE L ETRANGER (CFE),,1,Compte SYNERGY,,,,France,2020-08-07T14:58:49+0200,255,1,,,,11,
415,337,Hopital Privé d'Antony (HPA),Servies hospitaliers,1,"HPA est un client de AEGLE, et AEGLE étaient eux même clients chez nous. Ils nous ont recommandé quand le client a eu un besoin spécifique. le contact métier est un docteur, peu de temps, difficultés à faire démarrer les sujets. Retards de paiement récurrents.",,01 46 74 37 00,ANTONY CEDEX,France,2018-12-12T14:56:24+0100,368,1,,,,-1,92166
416,334,JM WESTON,Industrie,1,Ex MICROPOLE,http://jmweston.com,,LIMOGES CEDEX,France,2018-12-10T11:21:33+0100,71,1,,,,1,87021
417,580,AKDN (Délégation FR de la Fondation AGA KHAN),,1,CREDIT AGRICOLE,,,GOUVIEUX,France,2020-09-07T13:45:05+0200,60,1,,,,11,60270
418,338,LA COURONNE,Industrie,1,Ex MCIROPOLE,ROULLET ST ESTEPHE,0545243526,,France,2018-12-17T12:08:54+0100,71,1,,,,-1,16440
419,283,GREF DE BRETAGNE,Formation,1,"Ex ASI
banque CAISSE D'Epargne Languedoc",http://www.gref-bretagne.com,02 99 54 79 00,RENNES CEDEX,France,2018-11-14T12:11:17+0100,71,1,,,,10,35043
420,508,BGFI Bank Europe,Banque,1,"50 personnes
équipe IT : 5 personnes
pas de responsable BI

CREDIT AGRICOLE",,,Paris,France,2020-06-18T11:25:27+0200,255,1,,,,11,75008
421,569,MOVITEX,,1,,,,Villeneuve-d’Ascq,France,2020-09-03T09:50:45+0200,255,1,,,,11,59650
422,286,UMG MUTUALIA,Assurance,1,Ex ASI,www.mutualia.fr,,VANNES,France,2018-11-14T16:06:08+0100,71,1,,,,10,56000
423,465,GIP ALFA Centre,Formation,1,,,0238771718,Orléans,France,2020-01-16T17:04:26+0100,71,1,,,,-1,45000
424,885,BUTAGAZ,Energie,0,,,09 70 81 81 22,,France,2023-01-09T09:18:59+0100,64,1,,,,0,
425,687,GROUPE BRANDT,,1,Crédit Agricole,,,RUEIL MALMAISON,France,2021-03-11T16:58:18+0100,368,1,,,,-1,92500
426,850,RG Safety,,0,,https://www.groupe-rg.com/fr_FR/,0472232430,SAINT-PRIEST,France,2022-07-12T14:45:25+0200,12,1,,,,1,69800
427,881,Hérault Logement,,0,Contact Sébastien,https://logement.herault.fr/,,Clermont l'Hérault,France,2022-12-27T15:05:35+0100,368,1,,,,-1,34800
428,49,BERGER LEVRAULT,Edition de logiciels,1,PI et PA,,,PEROLS,France,2016-01-10T10:16:36+0100,12,1,,,,-1,34477
429,740,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES)",Secteur public,1,caisse d'Epargne,,,MAISONS-ALFORT Cedex,France,2021-12-03T17:22:33+0100,64,1,,,,12,94701
430,439,RPC Containers Ltd / GCS (Berry Global),Industrie,1,"Caisse D'Epargne Languedoc.
AGCS / RPC, fabrication de bouchons, bcp d'innovations, acier complexe, import export assez cher avec une grosse logistique 90% d'air dans le stockage. rentrés via orange service, on a mis en place un entrepôt de données, SAP BO, développé les flux et les univers. projet costing optimisation des couts avec le responsable du contrôleur de gestion. Les finances sont désormais détenues par Londres; mais Nicolas Delval est notre contact principal avec qui il faut traiter pout différents sujets. SAC a été présenté mais ca n'a pas marché. nous avons encore la maintenance PCOE. Tout est remonté au niveau du groupe mais il faudrait pousser pour avoir des contacts et d'autres sujets au niveau du groupe.",,,Rushden,Royaume_Uni,2019-10-23T17:39:39+0200,368,1,,,,-1,NN10 6FB
431,566,CHICOREE LEROUX,Agroalimentaire,1,,www.leroux.fr,03 20 68 48 00,ORCHIES,France,2020-08-28T16:20:27+0200,368,1,,,,11,59310
432,570,LALIQUE,Autres,1,,www.lalique.com/fr/,01 55 90 59 63,Paris,France,2020-09-03T14:43:08+0200,368,1,,,,11,75008
433,606,LABORATOIRES PERRIGO FRANCE (Ex Labo OMEGA PHARMA FCE),Pharmacie,1,,,,CHATILLON,France,2020-09-07T16:18:59+0200,60,1,,,,11,92320
434,632,AIRBUS HELICOPTERS,Aéronautique,0,"Wiisdom nous a mis en contact avec eux, en 2020. Pas encore travailler. relancer pour faire un point.
Relance Alain fin 2022, AH recrute actuellement des Data scientist, Amara a travaillé sur un projet 4.0 avec M. Pacqueteau",,04 42 85 85 85,,France,2020-10-01T15:42:52+0200,368,1,,,,-1,
435,735,Ecole nationale supérieure des officiers de sapeurs-pompiers (ENSOSP),Secteur public,1,"Eventuelle formation BODS, afin d'utiliser les outils existants et éviter les frais supplémentaires d'ahttps://ui.boondmanager.com/companies?loadSearch=truecquisition d'ETL.",,04 42 39 04 00,Aix-en-Provence,France,2021-11-22T16:41:59+0100,64,1,,,,12,13798
436,859,NEED4VIZ,,7,,,,,France,2022-09-15T16:29:14+0200,64,1,,,,-1,
437,391,CAST SA,Edition de logiciels,1,caisse d'Epargne,,,Meudon,France,2019-10-23T17:39:38+0200,255,1,,,,-1,92190
438,382,Areas Dommages,Assurance,1,Caisse d'Epargne,,,Paris 08,France,2019-10-23T17:39:38+0200,255,1,,,,-1,75008
439,421,INSEP,,1,CAISSE D'EPARGNE,,,Paris 12,France,2019-10-23T17:39:39+0200,52,1,,,,-1,75012
440,574,SUPERMARCHES MATCH Belgique,,1,credit Agricole,,,FLEURUS,Belgique,2020-09-04T19:54:29+0200,255,1,,,,11,B-6220
441,314,CARIFOREF PAYS DE LA LOIRE,Secteur public,1,"Ex ASI
credit agricole",,02 40 20 57 43,NANTES,France,2018-11-26T15:13:41+0100,71,1,,,,10,44200
442,395,DELSEY,Industrie,1,CREDIT AGRICOLE,,01 34 31 76 30,SURVILLIERS,France,2019-10-23T17:39:38+0200,78,1,,,,-1,95470
443,868,Université de Montpellier / Institut de la science et des données SDN,,0,"ISDM Institut science données de Montpellier antenne pouvant subventionner des projets. 

Formation univers BO à proposer attention en direct avec l'ISDM",,,Montpellier,France,2022-10-13T09:28:22+0200,368,1,,,,-1,
444,828,Fédération Française d'Haltérophilie et Musculation (FFHM),sport,0,,,,,France,2022-04-25T17:29:52+0200,255,1,,,,-1,
445,824,Fédération Française de Badminton,sport,0,"Organigramme complet avec architecture adresse mail

http://www.ffbad.org/la-ffbad/son-organisation/direction-technique-nationale/

Chaque cadre technique a eu une adresse mail. Pour les contacter : prenom.nom@ffbad.org",,,,France,2022-04-15T11:11:53+0200,255,1,,,,-1,
446,496,Fédération Française de Football FFF,,2,"CREDIT AGRICOLE
Factures sur portail FFF",,,PARIS,France,2020-04-24T18:58:53+0200,17,1,,,,-1,75015
447,878,CLIENT TEST,,0,,,,,France,2022-11-25T07:14:03+0100,17,1,,,,-1,
448,877,Midi Libre,,0,"Groupe de presse, DSI partagées, projets compliqués guerres politique, parc BO existant, projets réalisés par Harold ( rapports BO problèmes d'univers, opacités difficile d'avoir des infos, deuxième projet comptage des abonnements, rentrer par la Dépêche. Contact Anne directement ne pas mettre Harold dans la boucle tout de suite. 
(ref Ouest France par Grégory) Montage d'un centre de service chez Ouest France, ouvert sur la partie Big Data, ""trition"" des abonnés chez WF... prises de références ok.
Olivier Plais DGA ( commenditaire projet comptage des abonnements), Christophe EDO ( incontournable mais bloquant), Amelie Magniet (directice des abonnés).",,04 67 07 67 07,Saint Jean de Védas,France,2022-11-23T14:37:21+0100,368,1,,,,-1,34438
449,876,TaM,,0,"Infos Harold: N&D formation à la carte pour du mail report, prises de décisions un peu lente, compétition entre les services, BO mal utilisé, donc PWBI et Talend ont été choisis et a priori mis en place.  Xavier (controleur de gestion) est en charge du dev décisionnel. Ego assez important. Présence Harold ok et premier contact Harold ok",,04 67 22 87 87,Montpellier,France,2022-11-23T09:48:54+0100,368,1,,,,-1,34000
450,865,GGL Aménagement,,0,"feuille de route demandée à ND et B&D, Next sera moins cher, B&D, BI, Power BI et Talend à court terme sortir des rapports rapidement pour le marketing et la finance, à long terme analyse prédictive, manque de professionnalisme est reproché à ND au niveau timing, Seenovate peut se positionner pour faire des régies, appuyer sur l'idée la data sur les références clients.
References à citer dans l'immobilier: Hammerson dans l'immo commercial, Nexity, Anger Loire Habitat, ADEF aussi mais c'est vraiment spécialisé difficultés sociales,  ramery, ne plus passer par le contrôleur de gestion, Client encore engagé avec N&D, prevoir un RDV avec la DSI debut d'année.",,,Montpellier,France,2022-10-04T13:51:57+0200,368,1,,,,-1,34000
451,875,SUBSEA 7,,0,,,,,France,2022-11-22T10:07:28+0100,368,1,,,,-1,
452,856,HEINEKEN,,0,Société facturée PEDAB,,,,France,2022-09-13T05:48:26+0200,17,1,,,,-1,
453,411,GESTIONOVA (Groupe Rougnon),,1,CREDIT AGRICOLE,,,Vélizy Villacoublay CEDEX,France,2019-10-23T17:39:38+0200,78,1,,,,-1,78143
454,219,SARIA INDUSTRIES,Agroalimentaire,1,caisse d'epargne,,01 41 40 30 00,CLICHY,France,2017-12-07T15:27:45+0100,71,1,,,,-1,92110
455,300,IPC SA,Services,1,Ex ASI,www.ipc-sa.com,02 98 43 45 44,BREST Cedex 2,France,2018-11-20T15:49:09+0100,71,1,,,,10,29218
456,858,Orange Business Services SA (Ex B&D Nord Ouest),,1,,,,PARIS LA DEFENSE,France,2022-09-13T11:05:07+0200,71,1,,,,-1,92931
457,853,Territoire de Belfort,Secteur public,1,,,,BELFORT CEDEX,France,2022-09-02T10:31:43+0200,64,1,,,,1,90020
458,681,MINISTERE DE L'AGRICULTURE,Secteur public,1,,,,,France,2021-03-04T09:52:02+0100,64,1,,,,12,
459,851,CH Lorquin,,1,,,03 87 23 14 15,Lorquin,France,2022-07-19T08:43:07+0200,64,1,,,,-1,57790
460,306,HOP!,Transport,1,"Ex ASI

CREDIT AGRICOLE",,,Bouguenais,France,2018-11-21T15:46:15+0100,71,1,,,,10,44340
461,147,CONSEIL DEPARTEMENTAL DU VAR - CD 83,,0,,,,Toulon,France,2017-01-25T09:24:06+0100,368,1,,,,-1,
462,873,CXL,,0,,,,,France,2022-10-27T09:24:46+0200,368,1,,,,-1,
463,871,CD 95,,0,crédit agricole,,,,France,2022-10-18T11:01:53+0200,255,1,,,,-1,
464,866,INSEE,,0,Crédit Agricole,,,,France,2022-10-04T14:27:33+0200,12,1,,,,-1,
465,729,CNOUS (Centre national des œuvres universitaires et scolaires),Secteur public,1,Caisse Epargne,,0171229700,VANVES,France,2021-10-29T07:23:16+0200,64,1,,,,12,92170
466,870,Linkedin,,0,,,,,France,2022-10-17T13:56:34+0200,368,1,,,,-1,
467,869,Société d'Aménagement du Golf de Bossey SAGB,Immobilier,1,,,,BOSSEY,France,2022-10-13T15:31:46+0200,72,4,,,,2,74160
468,412,GFK Retail and Technology,,1,,,,NANTERRE,France,2019-10-23T17:39:38+0200,255,1,,,,-1,92000
469,750,ADEME,Secteur public,1,,https://www.ademe.fr/,02 41 20 41 20,Angers,France,2022-01-13T18:28:38+0100,71,1,,,,12,49000
470,389,Caisse de Prévoyance et de Retraite des Notaires - CPRN,Assurance,1,CAISSE EPARGNE,,,Paris 08,France,2019-10-23T17:39:38+0200,255,1,,,,-1,75008
471,867,Ville de VITROLLES,,0,Besoin migration BO + formations,,,,France,2022-10-12T16:57:55+0200,368,1,,,,-1,
472,565,GENERAL MILLS,,1,"Caisse d'Epargne Languedoc Roussillon

La nouvelle adresse de General Mills France sera : Tour Horizon, 30 Cr de l'Île Seguin (9ème étage), 92100 Boulogne-Billancourt. 
Adresse effective début mai 2022",,,BOULOGNE BILLANCOURT,France,2020-08-28T15:31:16+0200,78,1,,,,-1,92100
473,77,HAMMERSON FRANCE,Bâtiments,1,caisse d'Epargne Languedoc Roussillon,,,PARIS 01,France,2016-01-10T10:18:30+0100,255,1,,,,-1,75001
474,736,Maison de Santé Béthel,Servies hospitaliers,1,CREDIT AGRICOLE,,03 88  56 18 99,STRASBOURG,France,2021-11-23T15:14:59+0100,64,1,,,,3,67031
475,864,ALTO,Energie,1,CREDIT AGRICOLE,,,PARIS,France,2022-10-03T09:48:58+0200,72,4,,,,0,75008
476,863,BASTIDE LE CONFORT MEDICAL,,0,,,,,France,2022-09-29T11:27:26+0200,368,1,,,,-1,
477,861,MICHEL PILLON,,0,,,06 10 77 84 29,NAUCELLE,France,2022-09-19T18:17:34+0200,52,1,,,,-1,12800
478,638,TotalEnergies Proxi Nord-Est,,1,BPI,,,,France,2020-11-02T14:06:58+0100,72,1,,,,-1,
479,710,Adventiel,Services,1,credit agricole,https://www.adventiel.com/,09 71 00 50 50,Pacé,France,2021-07-06T16:56:04+0200,71,1,,,,-1,35740
480,860,GTI,,1,,,,,France,2022-09-16T08:38:15+0200,17,1,,,,-1,
481,318,UNIVERSITE de POITIERS (IUT),Secteur public,1,"Ex ASI

caisse Epargne",,,POITIERS CEDEX,France,2018-11-26T16:03:27+0100,71,1,,,,-1,86010
482,188,GIP SIB,Servies hospitaliers,1,"Crédit Agricole
Factures sur chorus pro",,,RENNES Cedex,France,2017-07-17T09:28:57+0200,17,1,,,,-1,35065
483,200,KEOLIS CAEN MOBILITES,Transport,1,"Caisse d'Epargne
Factures sur site Cegedim",,,Fleury-sur-Orne,France,2017-09-19T10:19:44+0200,71,1,,,,-1,14123
484,91,TOTALENERGIES,Pétrochimie,1,"BPI FRANCE
Factures sur site CEGEDIM",,0141354000,NANTERRE,France,2016-01-10T10:18:30+0100,17,1,,,,-1,92000
485,546,TOTALENERGIES LEARNING SOLUTIONS SAS,Formation,1,"bpi
Factures sur site CEGEDIM",,,COURBEVOIE,France,2020-07-13T16:24:40+0200,17,1,,,,-1,92400
486,855,SDIS 13,Défense,0,,,,,France,2022-09-07T10:29:34+0200,368,1,,,,1,
487,257,DEPARTEMENT DU TERRITOIRE DE BELFORT,Secteur public,0,Caisse d'Epargne,,,BELFORT,France,2018-06-15T16:35:14+0200,64,1,,,,1,90
488,553,ATIH,,0,,,,,France,2020-07-23T15:20:19+0200,12,1,,,,-1,
489,854,Direction Générale du Travail (DGT),,0,,,,,France,2022-09-02T10:32:11+0200,64,1,,,,-1,
490,585,CAMAIEU INTERNATIONAL (RJ / FIB ),,1,"caisse d'Epargne
Client ex Synergie, encore une proximité Synergie. Situation économique client compliqué, a été racheté par la foncière bordelaise. Gros pb cyber attaque passé. Attention à la facturation. Nouveaux projets à voir en fonction de la santé de l'entreprise.

Société ACIAM (CAMAIEU) en redressement judiciaire en date du 01/08/22",,03 20 99 58 58,Roubaix,France,2020-09-07T14:17:22+0200,368,1,,,,11,59100
491,723,Manutan Collectivités,,1,Caisse d'Epargne,https://www.manutan-collectivites.fr/,,Chauray,France,2021-09-22T15:47:08+0200,71,1,,,,-1,79180
492,718,BNP FLEET ON,,0,CREDIT AGRICOLE,,,,France,2021-07-26T17:10:31+0200,17,1,,,,-1,
493,6,ALYOTIS,Conseil,7,CREDIT AGRICOLE,,,LYON,France,2016-01-10T10:16:35+0100,12,1,,,,-1,69002
494,683,Agence nationale de sécurité du médicament et des produits de santé (ANSM),Secteur public,1,,,,,France,2021-03-09T08:52:49+0100,64,1,,,,12,
495,153,NEMERA,,1,caisse d'Epargne,,,La Verpillière,France,2017-03-08T17:41:04+0100,17,1,,,,-1,38290
496,315,SALAUN HOLIDAYS,Transport,1,"Ex ASI

crédit agricole",,02 98 73 05 77,PONT DE BUIS LES QUIMERC'H,France,2018-11-26T15:28:07+0100,71,1,,,,10,29590
497,501,ALKOR (Majuscule),,1,credit agricole,,03 23 06 64 74,SAINT QUENTIN,France,2020-04-30T10:03:08+0200,12,1,,,,11,02100
