id_bondecommande;bdc_date;bdc_refclient;bdc_ref;bdc_accordclient;bdc_turnoverinvoicedexcludtax;bdc_turnoverorderedexcludtax;bdc_deltainvoicedexcludtax;bdc_etat;id_respuser;id_projet;bdc_typreglement;bdc_condreglement;bdc_typepayment
2727;2022-06-20;1405854887;BM1000000002727;1;30427.8;30427.8;0.0;0;64;1320;schedule;91;0
2726;2022-06-20;Convention de formation SE21111580 FO01;BM1000000002726;1;2830.0;3800.0;-970.0;0;64;1321;schedule;1;0
2891;2022-06-15;I4 1305631;BM1000000002891;1;1630.0;2445.0;-815.0;1;52;1390;monthly;41;0
2740;2022-06-15;120221711 w;BM1000000002740;1;38440.0;39060.0;-620.0;0;52;580;monthly;52;0
2671;2022-06-15;E2022002635 SAC;BM1000000002671;1;75745.2;75745.2;0.0;0;17;1048;schedule;1;0
2724;2022-06-13;713394;BM1000000002724;1;1700.0;1700.0;0.0;0;12;1317;monthly;61;0
2746;2022-06-10;2342207948;BM1000000002746;1;12727.0;12727.0;0.0;1;52;1324;schedule;91;0
2725;2022-06-10;Pénalités de retard;BM1000000002725;0;2018.52;2018.52;0.0;1;52;814;schedule;0;0
2704;2022-06-10;4210127706;BM1000000002704;1;6400.0;6400.0;0.0;0;17;1225;monthly;52;0
2734;2022-06-09;B012022CF04488;BM1000000002734;1;8400.0;8400.0;0.0;0;52;993;monthly;4;0
2723;2022-06-09;PO-L3580;BM1000000002723;1;35340.0;35340.0;0.0;0;52;1072;schedule;52;0
2666;2022-06-09;1405845916;BM1000000002666;1;81442.92;81442.92;0.0;0;64;1282;schedule;91;0
2720;2022-06-08;SE22011666;BM1000000002720;1;1400.0;1400.0;0.0;1;52;1315;monthly;1;0
2719;2022-06-08;CF-22-2021-09160-02;BM1000000002719;1;1150.0;1150.0;0.0;0;52;954;monthly;1;0
2716;2022-06-08;F200020568 Indus;BM1000000002716;1;3800.0;12000.0;-8200.0;1;17;1117;monthly;1;0
2722;2022-06-07;1405841838;BM1000000002722;1;10358.4;10358.4;0.0;0;64;1316;schedule;91;0
2715;2022-06-07;SE22021695 PC02;BM1000000002715;1;3450.0;3450.0;0.0;0;52;1248;monthly;1;0
2714;2022-06-07;1405840370;BM1000000002714;1;8217.0;8217.0;0.0;0;52;1103;schedule;91;0
2713;2022-06-07;1405899434;BM1000000002713;1;6700.59;6700.59;0.0;0;52;1303;schedule;91;0
2712;2022-06-07;1405815463;BM1000000002712;1;25005.83;25005.83;0.0;0;52;1286;schedule;91;0
2711;2022-06-07;1405815074;BM1000000002711;1;6263.6;6263.6;0.0;0;52;1304;schedule;91;0
2710;2022-06-07;1405808752;BM1000000002710;1;15634.71;15634.71;0.0;0;52;1305;schedule;91;0
2709;2022-06-07;1405814828;BM1000000002709;1;12498.06;12498.06;0.0;0;52;1287;schedule;91;0
2708;2022-06-07;47934;BM1000000002708;1;2000.0;2000.0;0.0;0;52;709;schedule;1;0
2707;2022-06-07;4501660989;BM1000000002707;1;7380.36;7380.36;0.0;0;52;1210;schedule;91;0
2706;2022-06-07;06_2022_REGIE_HCL;BM1000000002706;1;7000.0;7000.0;0.0;0;12;1314;monthly;91;0
2705;2022-06-07;SE22041765 FO;BM1000000002705;1;1600.0;1600.0;0.0;0;52;1299;monthly;2;0
2703;2022-06-07;SE22061791 PC02;BM1000000002703;1;0.0;0.0;0.0;0;78;1312;monthly;1;0
2702;2022-06-07;SE22061791 PC01;BM1000000002702;1;14450.0;14450.0;0.0;0;78;1311;monthly;1;0
2701;2022-06-07;LY2206002;BM1000000002701;1;22000.0;22000.0;0.0;0;12;1310;monthly;1;0
2660;2022-06-07;22-004554;BM1000000002660;1;7200.0;7200.0;0.0;0;52;662;monthly;61;0
3006;2022-06-03;1405836062;BM1000000003006;1;0.0;15164.1;-15164.1;1;64;1454;schedule;4;0
2774;2022-06-03;4900007361;BM1000000002774;1;4000.0;4000.0;0.0;0;52;1313;monthly;4;0
2695;2022-06-03;PU22008799;BM1000000002695;1;12000.0;12000.0;0.0;0;52;1288;schedule;61;0
2699;2022-06-02;PO051476;BM1000000002699;1;14458.14;15950.0;-1491.8600000000006;0;71;1087;monthly;1;0
2698;2022-06-02;1405840378;BM1000000002698;1;6349.5;6349.5;0.0;0;64;1152;schedule;91;0
2697;2022-06-01;SE22051774 FO;BM1000000002697;1;2450.0;2450.0;0.0;1;64;1309;schedule;1;0
2696;2022-06-01;1405836862;BM1000000002696;1;20716.8;20716.8;0.0;0;64;1152;schedule;91;0
2694;2022-05-31;1405914727;BM1000000002694;1;11912.16;11912.16;0.0;0;64;1115;schedule;91;0
2693;2022-05-31;1405790415;BM1000000002693;1;1553.76;1553.76;0.0;0;52;1115;schedule;91;0
2692;2022-05-31;P094C00361757;BM1000000002692;1;3400.0;3400.0;0.0;0;52;1283;monthly;2;0
2691;2022-05-31;1405839642;BM1000000002691;1;21364.2;21364.2;0.0;0;299;1272;schedule;1;0
2690;2022-05-31;Claim: I-60173804;BM1000000002690;1;3500.0;3500.0;0.0;1;17;1307;schedule;1;0
2688;2022-05-30;2022000232 CH LE HAVRE;BM1000000002688;1;1950.0;1950.0;0.0;0;71;496;monthly;91;0
2687;2022-05-30;4501661075;BM1000000002687;1;10358.4;10358.4;0.0;0;52;1210;schedule;91;0
2686;2022-05-30;4501660987;BM1000000002686;1;14242.8;14242.8;0.0;0;52;1210;schedule;91;0
2685;2022-05-30;4501660986;BM1000000002685;1;12430.08;12430.08;0.0;0;52;1210;schedule;91;0
2684;2022-05-30;4501660995;BM1000000002684;1;3187.2;3187.2;0.0;0;52;966;schedule;91;0
2683;2022-05-30;4501661318;BM1000000002683;1;18127.2;18127.2;0.0;0;52;1210;schedule;91;0
2682;2022-05-30;5888OP;BM1000000002682;1;25830.0;28980.0;-3150.0;0;52;945;monthly;61;0
2681;2022-05-30;CF-22-2022-03149-01 CIG Versailles;BM1000000002681;1;875.0;875.0;0.0;0;52;638;monthly;1;0
2680;2022-05-30;B012022CF3767;BM1000000002680;1;6800.0;6800.0;0.0;0;52;993;monthly;4;0
2679;2022-05-30;2022000231 Pont Audemer;BM1000000002679;1;1500.0;1500.0;0.0;0;52;496;monthly;91;0
2678;2022-05-30;2022000271;BM1000000002678;1;7400.0;38400.0;-31000.0;1;52;1293;monthly;1;0
2676;2022-05-30;B012022CF04195;BM1000000002676;1;1950.0;1950.0;0.0;0;12;1302;monthly;4;0
2675;2022-05-24;2022000917;BM1000000002675;1;28000.0;28000.0;0.0;0;17;1301;schedule;1;0
2674;2022-05-24;Convention de formation SE22131715 FO01;BM1000000002674;1;1600.0;1600.0;0.0;0;52;636;monthly;1;0
2673;2022-05-24;Convention de formation SE22131715 FO01;BM1000000002673;1;800.0;800.0;0.0;0;52;636;monthly;1;0
2718;2022-05-20;F200020568 Indus FO;BM1000000002718;1;0.0;2400.0;-2400.0;1;52;1117;monthly;1;0
2649;2022-05-19;PU22008101;BM1000000002649;1;16000.0;16000.0;0.0;0;12;1289;schedule;61;0
2672;2022-05-13;CF12222;BM1000000002672;1;990.0;990.0;0.0;0;12;147;schedule;1;0
2670;2022-05-11;SG/2022/0004089;BM1000000002670;1;13446.0;13446.0;0.0;0;64;1030;schedule;1;0
2669;2022-05-11;EJ/SG/2022/0004086;BM1000000002669;1;7768.8;7768.8;0.0;0;64;1055;schedule;1;0
2668;2022-05-11;Convention de formation SE21111559;BM1000000002668;1;1900.0;1900.0;0.0;1;64;1296;schedule;1;0
2667;2022-05-11;CF12222;BM1000000002667;1;7200.0;7200.0;0.0;0;12;1295;schedule;1;0
2665;2022-05-10;BR16070178 FE14;BM1000000002665;1;1035.0;1380.0;-345.0;0;12;117;monthly;1;0
2661;2022-05-09;F200020193 PPV;BM1000000002661;1;2800.0;5600.0;-2800.0;1;52;1117;monthly;1;0
2663;2022-05-06;5887OP;BM1000000002663;1;11730.0;14490.0;-2760.0;0;52;945;monthly;61;0
2662;2022-05-06;Consulting sac digital / Projet abandonné;BM1000000002662;0;0.0;9600.0;-9600.0;0;52;1117;schedule;1;0
2677;2022-05-05;4404238263;BM1000000002677;1;720.0;720.0;0.0;1;12;807;monthly;61;0
2659;2022-05-05;BC220027;BM1000000002659;1;9680.0;9960.0;-280.0;0;255;1236;monthly;61;0
2658;2022-05-05;BC220122;BM1000000002658;1;937.5;2250.0;-1312.5;0;255;1292;monthly;61;0
2657;2022-05-05;BC220121;BM1000000002657;1;5600.0;5600.0;0.0;0;255;1291;monthly;61;0
2656;2022-05-05;E2789391;BM1000000002656;1;10670.0;10670.0;0.0;0;255;1269;schedule;1;0
2655;2022-05-05;2022-DIRO-0023;BM1000000002655;1;9550.0;9550.0;0.0;1;255;1284;monthly;1;0
2654;2022-05-05;SE22011666 FO;BM1000000002654;1;2000.0;2000.0;0.0;1;60;1277;monthly;1;0
2653;2022-05-05;2022000421;BM1000000002653;1;5976.0;5976.0;0.0;0;64;1290;schedule;1;0
2650;2022-05-04;801758;BM1000000002650;1;42875.0;42875.0;0.0;0;17;1206;monthly;61;0
2648;2022-05-02;Convention de formation SE21111566 FO 03 - 002;BM1000000002648;1;1400.0;1400.0;0.0;0;71;1162;monthly;91;0
2647;2022-05-02;1405790415 (voir projet SE21101524);BM1000000002647;1;0.0;0.0;0.0;0;17;1150;schedule;91;0
2646;2022-05-02;1405798973;BM1000000002646;1;31075.2;31075.2;0.0;0;17;1258;schedule;91;0
2644;2022-05-02;SE22031724;BM1000000002644;1;14943.75;27050.0;-12106.25;0;71;1280;monthly;1;0
2643;2022-05-02;645338;BM1000000002643;1;9800.0;9800.0;0.0;0;52;679;monthly;52;0
2645;2022-04-25;4210126377;BM1000000002645;1;8000.0;8000.0;0.0;0;17;1225;monthly;52;0
2638;2022-04-25;Marché 2019 0364 015 Avenant 4;BM1000000002638;1;51342.5;51342.5;0.0;0;12;676;monthly;1;0
2637;2022-04-25;3817480;BM1000000002637;1;6500.0;6500.0;0.0;0;17;1238;monthly;1;0
2636;2022-04-25;SE22031730;BM1000000002636;1;9600.0;9600.0;0.0;0;52;1267;monthly;1;0
2635;2022-04-25;CF-22-2019-04214-02 Avignon;BM1000000002635;1;1750.0;1750.0;0.0;0;17;638;monthly;1;0
2634;2022-04-25;4900007180;BM1000000002634;1;4000.0;4000.0;0.0;0;12;1279;monthly;4;0
2633;2022-04-22;PU22006687;BM1000000002633;1;25008.0;25008.0;0.0;0;12;1268;schedule;61;0
2632;2022-04-19;CF-22-2020-14423-04 Aubervilliers;BM1000000002632;1;875.0;875.0;0.0;0;52;638;monthly;1;0
2631;2022-04-19;B012022CF02981;BM1000000002631;1;8000.0;8000.0;0.0;0;12;993;monthly;4;0
2630;2022-04-19;P094C00242722;BM1000000002630;1;36000.0;36000.0;0.0;0;17;1278;monthly;2;0
2629;2022-04-19;CS100-002525;BM1000000002629;1;3927.0;3927.0;0.0;0;255;778;schedule;61;0
2628;2022-04-15;CBDC 12066 1;BM1000000002628;1;2589.6;2589.6;0.0;0;64;1151;schedule;91;0
2627;2022-04-15;1405778231;BM1000000002627;1;12499.8;12499.8;0.0;1;64;1264;schedule;91;0
2626;2022-04-12;4200037947;BM1000000002626;1;1120.5;1120.5;0.0;0;64;1035;schedule;91;0
2625;2022-04-11;2022001792;BM1000000002625;1;7768.8;7768.8;0.0;0;71;1219;schedule;91;0
2624;2022-04-11;120220959;BM1000000002624;1;29975.0;33245.0;-3270.0;0;17;580;monthly;52;0
2623;2022-04-11;1405782756;BM1000000002623;1;39491.4;39491.4;0.0;0;64;1110;schedule;91;0
2622;2022-04-08;4507138846;BM1000000002622;1;9000.0;9000.0;0.0;1;78;1276;schedule;61;0
2621;2022-04-06;CDE-2022-003589;BM1000000002621;1;18127.2;18127.2;0.0;0;64;1068;schedule;1;0
2619;2022-04-06;CMD_2817;BM1000000002619;1;870.0;1160.0;-290.0;0;255;1274;monthly;1;0
2618;2022-04-06;CMD_2572;BM1000000002618;1;10143.75;10740.0;-596.25;0;52;1273;monthly;1;0
2616;2022-04-06;BR16070178FE13;BM1000000002616;1;690.0;690.0;0.0;0;12;117;monthly;1;0
2615;2022-04-05;4210125482;BM1000000002615;1;52800.0;52800.0;0.0;0;17;1225;monthly;52;0
2614;2022-04-05;CO-001015;BM1000000002614;1;2800.0;2800.0;0.0;1;255;1265;schedule;2;0
2613;2022-04-05;CF-22-2021-09160-01;BM1000000002613;1;2300.0;2300.0;0.0;0;17;954;schedule;1;0
2610;2022-04-05;M2019-002-406-AV 1;BM1000000002610;1;9780.0;30318.0;-20538.0;0;17;483;monthly;1;0
2609;2022-04-05;M2019-002-407- AV1;BM1000000002609;1;30504.0;30504.0;0.0;0;17;724;monthly;1;0
2607;2022-04-05;2022000130;BM1000000002607;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
2606;2022-04-05;120220957 w;BM1000000002606;1;37820.0;37820.0;0.0;0;17;580;monthly;52;0
2605;2022-04-01;8000017867;BM1000000002605;1;34133.1;39240.0;-5106.9000000000015;0;17;684;monthly;2;0
2604;2022-04-01;SE20071022 MA03;BM1000000002604;1;836.0;836.0;0.0;0;52;717;schedule;1;0
2603;2022-04-01;1405772231 (1405910659);BM1000000002603;1;5796.72;5796.72;0.0;0;64;1115;schedule;91;0
2602;2022-04-01;SE20061019 MA03;BM1000000002602;1;5170.0;5170.0;0.0;0;52;715;schedule;52;0
2612;2022-03-31;1405772217;BM1000000002612;1;2241.0;2241.0;0.0;0;17;1113;schedule;91;0
2600;2022-03-31;4210125704;BM1000000002600;1;4000.0;4000.0;0.0;0;17;1225;monthly;52;0
2599;2022-03-31;SE21051406 (3921999);BM1000000002599;1;35904.0;35904.0;0.0;0;17;1061;schedule;1;0
2611;2022-03-30;2022-13967;BM1000000002611;1;1900.0;7600.0;-5700.0;1;17;1271;monthly;1;0
2598;2022-03-28;SE20020937 MA03;BM1000000002598;1;1480.0;1480.0;0.0;0;255;873;schedule;1;0
2597;2022-03-28;convention de formation SE22021683 FO01;BM1000000002597;1;3920.0;3920.0;0.0;1;12;1263;schedule;1;0
2596;2022-03-25;BR19030680 PC04 TMA 2022;BM1000000002596;1;5219.75;5790.0;-570.25;0;60;442;monthly;1;0
2595;2022-03-24;4508595322;BM1000000002595;1;49982.5;50000.0;-17.5;0;72;1261;monthly;1;0
2594;2022-03-23;2022000300;BM1000000002594;1;18127.2;18127.2;0.0;1;64;1260;schedule;91;0
2608;2022-03-22;1405759165;BM1000000002608;1;25896.0;25896.0;0.0;0;71;1259;schedule;91;0
2430;2022-03-21;709052;BM1000000002430;1;583.38;583.38;0.0;0;17;923;schedule;61;0
2593;2022-03-18;1405753855;BM1000000002593;1;53784.0;53784.0;0.0;0;64;1138;schedule;91;0
2592;2022-03-18;EJ/SG/2022/0010563;BM1000000002592;1;10308.6;10308.6;0.0;0;71;1108;schedule;91;0
2590;2022-03-15;SE20040973;BM1000000002590;1;2175.0;2175.0;0.0;0;60;803;schedule;1;0
2589;2022-03-15;SE20020911 MA03;BM1000000002589;1;1299.0;1299.0;0.0;0;255;871;schedule;1;0
2587;2022-03-15;SE20071024 MA03;BM1000000002587;1;7983.0;7983.0;0.0;0;255;718;schedule;1;0
2586;2022-03-15;4500339884;BM1000000002586;1;2730.0;2730.0;0.0;0;71;384;schedule;1;0
2585;2022-03-15;SE20081069;BM1000000002585;1;990.0;990.0;0.0;0;255;862;schedule;1;0
2584;2022-03-15;SE18110612 MA04;BM1000000002584;1;15120.47;15120.47;0.0;0;60;388;schedule;61;0
2583;2022-03-15;38910686500014;BM1000000002583;1;6600.0;6600.0;0.0;0;71;378;schedule;1;0
2582;2022-03-14;PU22004287;BM1000000002582;1;15600.0;15600.0;0.0;0;12;1256;schedule;61;0
2581;2022-03-14;PU22004285;BM1000000002581;1;26770.0;26770.0;0.0;0;12;1256;schedule;61;0
2579;2022-03-14;SE22031705;BM1000000002579;1;7200.0;7200.0;0.0;0;17;1243;schedule;1;0
2578;2022-03-14;120220958 n;BM1000000002578;1;3640.0;6720.0;-3080.0;0;17;580;monthly;52;0
2577;2022-03-13;19-Maintenance 2022;BM1000000002577;1;3284.0;3284.0;0.0;0;60;234;schedule;1;0
2576;2022-03-13;NE-20221605;BM1000000002576;1;27500.0;27500.0;0.0;0;17;907;schedule;1;0
2575;2022-03-13;A VENIR;BM1000000002575;0;0.0;7117.36;-7117.36;1;17;754;schedule;2;0
2574;2022-03-12;DA 9597 (Ma);BM1000000002574;1;6300.0;6300.0;0.0;0;60;1255;schedule;1;0
2573;2022-03-12;DA 9597 (Sac);BM1000000002573;1;7700.0;7700.0;0.0;0;60;1254;schedule;1;0
2568;2022-03-12;2022000173;BM1000000002568;1;8400.0;8400.0;0.0;0;71;1242;schedule;91;0
2567;2022-03-12;Convention de formation SE21111566 F02 - 001;BM1000000002567;1;1400.0;1400.0;0.0;0;71;1162;schedule;91;0
2559;2022-03-11;1405744692;BM1000000002559;1;5796.72;5796.72;0.0;0;64;1150;schedule;91;0
2558;2022-03-11;42196;BM1000000002558;1;12750.0;12750.0;0.0;0;17;1249;monthly;1;0
2557;2022-03-11;SE22021695PC01;BM1000000002557;1;3450.0;3450.0;0.0;0;12;1248;monthly;1;0
2556;2022-03-11;C20222832;BM1000000002556;1;2050.0;2050.0;0.0;0;12;804;monthly;91;0
2580;2022-03-10;PU22004286;BM1000000002580;1;16800.0;16800.0;0.0;0;12;1256;schedule;61;0
2572;2022-03-10;DA 9597 (Li);BM1000000002572;1;10000.0;10000.0;0.0;0;17;1253;schedule;1;0
2554;2022-03-09;PO_F200017923;BM1000000002554;1;106867.0;161757.0;-54890.0;1;17;1118;schedule;1;0
2553;2022-03-09;4508576765;BM1000000002553;1;205941.27;300000.0;-94058.73;0;17;656;monthly;1;0
2570;2022-03-08;416/61029532;BM1000000002570;1;2275.0;2275.0;0.0;0;17;1250;monthly;4;0
2497;2022-03-08;796988;BM1000000002497;1;43000.0;43000.0;0.0;0;17;1206;monthly;61;0
2569;2022-03-07;B012022CF01813;BM1000000002569;1;9200.0;9200.0;0.0;0;12;993;monthly;4;0
2552;2022-03-07;SAG/2022/0001747;BM1000000002552;1;13420.0;13420.0;0.0;0;17;112;schedule;1;0
2551;2022-03-04;SE22021675;BM1000000002551;1;5360.0;5360.0;0.0;1;17;1229;monthly;1;0
2549;2022-03-04;SE21111567 PC02;BM1000000002549;1;11250.0;11250.0;0.0;0;78;1211;monthly;1;0
2548;2022-03-04;SE21111567 PC03;BM1000000002548;1;0.0;11250.0;-11250.0;1;78;1211;monthly;1;0
2546;2022-03-04;Convention SE21121599 FO01;BM1000000002546;1;1250.0;1250.0;0.0;0;12;1226;schedule;4;0
2545;2022-03-04;Convention SE21121599 FO001;BM1000000002545;1;1250.0;1250.0;0.0;0;12;1226;schedule;4;0
2543;2022-03-03;P101C00231136;BM1000000002543;1;191500.0;191500.0;0.0;0;17;1196;monthly;2;0
2542;2022-03-03;5616OP;BM1000000002542;1;26220.0;28980.0;-2760.0;0;17;945;monthly;61;0
2541;2022-03-03;BCTZN5076;BM1000000002541;1;18062.5;18050.0;12.5;0;71;1241;monthly;4;0
2540;2022-03-03;4501640191;BM1000000002540;1;25896.0;25896.0;0.0;0;17;1210;schedule;91;0
2538;2022-03-03;SE22011661 Plan de préconisation;BM1000000002538;1;23725.0;26000.0;-2275.0;0;17;1228;monthly;1;0
2537;2022-03-03;SE22011661 TMA/TME;BM1000000002537;1;45000.0;45000.0;0.0;0;17;1228;schedule;1;0
2561;2022-03-02;BC220049;BM1000000002561;1;3090.0;3090.0;0.0;0;52;1252;schedule;61;0
2560;2022-03-02;BC220049;BM1000000002560;1;20600.0;20600.0;0.0;0;255;1251;schedule;61;0
2550;2022-03-02;F200017983;BM1000000002550;1;59400.0;58800.0;600.0;0;17;1239;monthly;1;0
1837;2022-03-02;COM2200360/ 2001372M;BM1000000001837;1;7200.0;7200.0;0.0;0;12;634;schedule;1;0
2555;2022-02-28;IEX 79876;BM1000000002555;1;2100.0;2100.0;0.0;0;12;385;monthly;91;0
2544;2022-02-28;4300323494;BM1000000002544;1;3750.0;3750.0;0.0;0;12;1226;schedule;4;0
2535;2022-02-28;P094C00218725;BM1000000002535;1;62100.0;62100.0;0.0;0;17;1209;monthly;2;0
2534;2022-02-28;P094C00218725;BM1000000002534;1;26100.0;26100.0;0.0;0;17;1214;monthly;2;0
2533;2022-02-28;1405731199;BM1000000002533;1;2988.0;2988.0;0.0;0;64;968;schedule;91;0
2532;2022-02-28;3744501;BM1000000002532;1;19500.0;19500.0;0.0;0;17;1238;monthly;1;0
2531;2022-02-28;NE-20220428;BM1000000002531;1;59500.0;59500.0;0.0;0;17;1237;schedule;1;0
2529;2022-02-28;SE20081070 Maintenance 2022;BM1000000002529;1;11664.64;11664.64;0.0;1;60;880;schedule;2;0
2526;2022-02-26;4501635790;BM1000000002526;1;3187.2;3187.2;0.0;0;17;966;schedule;91;0
2524;2022-02-26;1405650936;BM1000000002524;1;29133.0;29133.0;0.0;0;71;1174;schedule;91;0
2522;2022-02-25;SE21111567 PC01;BM1000000002522;1;6000.0;6000.0;0.0;0;17;1211;monthly;1;0
2521;2022-02-25;RM-CRN-2023;BM1000000002521;1;1191.67;1191.67;0.0;0;255;687;schedule;1;0
2520;2022-02-25;SE16090195 MA;BM1000000002520;1;5009.2;5009.2;0.0;0;52;128;schedule;1;0
2566;2022-02-24;2022000155 Nantes Envol;BM1000000002566;1;1200.0;1200.0;0.0;0;71;496;monthly;91;0
2536;2022-02-24;12004;BM1000000002536;1;1200.0;1200.0;0.0;0;12;1079;schedule;1;0
2518;2022-02-24;4500316321;BM1000000002518;1;9336.69;9336.69;0.0;0;60;997;schedule;52;0
2571;2022-02-22;SE22021684;BM1000000002571;1;1600.0;2400.0;-800.0;0;78;1244;monthly;61;0
2516;2022-02-21;22800087;BM1000000002516;1;22693.15;22693.15;0.0;0;17;838;schedule;52;0
2515;2022-02-20;WHPO-FR03HQ-22020077;BM1000000002515;1;4400.0;4400.0;0.0;0;17;1004;schedule;1;0
2514;2022-02-20;WHPO-FR03HQ-22020077;BM1000000002514;1;18600.0;18600.0;0.0;0;17;1003;schedule;1;0
2512;2022-02-17;SE20081069 MA02;BM1000000002512;1;990.0;990.0;0.0;0;52;862;schedule;1;0
2511;2022-02-16;SE19120830 MA03;BM1000000002511;0;14397.0;14397.0;0.0;0;52;555;schedule;1;0
2510;2022-02-16;31216 - Engag.GAP - 0 / CP 2022 - 158955;BM1000000002510;1;6463.12;6463.12;0.0;0;60;134;schedule;1;0
2508;2022-02-15;1405708503;BM1000000002508;1;136825.5;136825.5;0.0;0;64;1126;schedule;91;0
2507;2022-02-15;CONTRAT FFF-SEENOVATE;BM1000000002507;1;48960.0;48960.0;0.0;0;17;1235;monthly;52;0
2519;2022-02-14;4508562830 sr;BM1000000002519;1;75682.0;91968.0;-16286.0;0;17;684;monthly;2;0
2506;2022-02-14;1405677697;BM1000000002506;1;14940.0;14940.0;0.0;0;64;1152;schedule;91;0
2496;2022-02-14;4508562834;BM1000000002496;1;39270.0;39600.0;-330.0;0;17;989;monthly;2;0
2505;2022-02-13;1405687046;BM1000000002505;1;6700.59;6700.59;0.0;0;17;1185;schedule;91;0
2539;2022-02-11;4210124119;BM1000000002539;1;16000.0;16000.0;0.0;0;17;1225;monthly;52;0
2513;2022-02-11;5468OP;BM1000000002513;1;20130.0;20130.0;0.0;0;17;547;schedule;52;0
2499;2022-02-11;5469OP;BM1000000002499;1;4000.0;4000.0;0.0;0;17;911;schedule;61;0
2504;2022-02-10;280/2022/0002413;BM1000000002504;1;3892.2;8682.6;-4790.400000000001;1;64;1233;schedule;1;0
2503;2022-02-09;CD2202024;BM1000000002503;1;3155.37;3155.37;0.0;0;71;431;schedule;2;0
2502;2022-02-09;SE22021672 MA;BM1000000002502;1;7500.0;7500.0;0.0;0;71;1232;schedule;2;0
2501;2022-02-08;4200037739;BM1000000002501;1;1494.0;1494.0;0.0;0;64;1035;schedule;91;0
2500;2022-02-08;B012022CF00974;BM1000000002500;1;8000.0;8000.0;0.0;0;12;993;monthly;4;0
2498;2022-02-07;E6;BM1000000002498;1;7700.0;7700.0;0.0;0;60;122;schedule;2;0
2495;2022-02-03;WHPO-FR03HQ-22020033;BM1000000002495;1;2640.0;2640.0;0.0;0;17;1004;schedule;1;0
2494;2022-02-03;SE21051406;BM1000000002494;1;21120.0;21120.0;0.0;0;17;1061;schedule;1;0
2493;2022-02-03;Marché 2022 018;BM1000000002493;1;3000.0;3000.0;0.0;0;60;495;schedule;1;0
2492;2022-02-03;résiliation;BM1000000002492;0;0.0;0.0;0.0;0;52;933;schedule;41;0
2491;2022-02-03;SE21071463 MA02;BM1000000002491;1;891.0;891.0;0.0;0;52;1076;schedule;1;0
2490;2022-02-03;SE20101186;BM1000000002490;1;4114.0;4114.0;0.0;0;52;857;schedule;1;0
2489;2022-02-03;BI Sourcing ERREUR ne pas utiliser;BM1000000002489;1;22800.0;0.0;22800.0;0;17;605;monthly;1;0
2488;2022-02-03;SE21111564;BM1000000002488;1;14318.75;14318.75;0.0;0;17;1167;monthly;1;0
2487;2022-02-03;PO-L2118;BM1000000002487;1;35910.0;35910.0;0.0;0;78;1072;schedule;52;0
2485;2022-02-03;120220034 w.;BM1000000002485;1;40067.5;39680.0;387.5;0;17;580;monthly;52;0
2484;2022-02-03;120220035 N.;BM1000000002484;1;14560.0;16800.0;-2240.0;0;17;580;monthly;52;0
2483;2022-02-03;120220033 T.;BM1000000002483;1;31610.0;34880.0;-3270.0;0;17;580;monthly;52;0
2482;2022-02-03;2021001322;BM1000000002482;1;21697.86;21697.86;0.0;0;64;1169;schedule;91;0
2481;2022-02-03;5056 OP;BM1000000002481;1;14490.0;13800.0;690.0;0;17;945;monthly;61;0
2480;2022-02-03;M2019-002-407;BM1000000002480;1;26568.0;31488.0;-4920.0;0;17;724;monthly;1;0
2479;2022-02-03;M2019-002-406;BM1000000002479;1;31051.5;31296.0;-244.5;0;17;483;monthly;1;0
2478;2022-02-03;4500003007;BM1000000002478;1;9751.0;9800.0;-49.0;0;17;830;monthly;52;0
2477;2022-02-02;B012022CF00147;BM1000000002477;1;8400.0;8400.0;0.0;0;12;993;monthly;4;0
2476;2022-02-02;Convention de formation SE21121618 FO01;BM1000000002476;1;1100.0;1100.0;0.0;0;71;1188;monthly;1;0
2475;2022-02-02;2022000332;BM1000000002475;1;93225.6;93225.6;0.0;0;71;1219;schedule;91;0
2474;2022-02-02;2022000006 Ch Lanmeur;BM1000000002474;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
2473;2022-02-02;2022000005 EPSM Plouguernevel;BM1000000002473;1;1500.0;1500.0;0.0;0;71;496;monthly;91;0
2472;2022-02-02;SE22011663 FO01;BM1000000002472;1;2200.0;2200.0;0.0;1;71;1223;schedule;1;0
2565;2022-02-01;4501640200;BM1000000002565;1;47061.0;47061.0;0.0;0;17;1217;schedule;91;0
2564;2022-02-01;4501640197;BM1000000002564;1;44282.16;44282.16;0.0;0;17;1210;schedule;91;0
2563;2022-02-01;4501640196;BM1000000002563;1;9581.52;9581.52;0.0;0;17;1210;schedule;91;0
2562;2022-02-01;4501640195;BM1000000002562;1;11523.72;11523.72;0.0;0;17;1210;schedule;91;0
2471;2022-02-01;SE18110571 MA04;BM1000000002471;1;6660.0;6660.0;0.0;0;60;344;schedule;61;0
2470;2022-02-01;SE160110004 MA06;BM1000000002470;1;4081.0;4081.0;0.0;0;52;43;schedule;1;0
2469;2022-02-01;1405604007;BM1000000002469;1;4143.36;4143.35;0.0099999999993087;0;17;1132;schedule;91;0
2468;2022-02-01;SE16090194 MA06;BM1000000002468;1;3404.34;3404.34;0.0;0;12;127;schedule;2;0
